ref,cote,titre,contenu,analyse_diplomatique,date
02918,0886/GCR,COMMUNICATION INTERNE & EXTERNE: COURRIER INTERNE MAI 2017,"COURRIER INTERNE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02919,0887/GCR,COMMUNICATION INTERNE & EXTERNE: COURRIER INTERNE JUIN 2017,"COURRIER INTERNE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02920,0888/GCR,COMMUNICATION INTERNE & EXTERNE: COURRIER INTERNE JUILLET 2017,"COURRIER INTERNE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02921,0889/GCR,COMMUNICATION INTERNE & EXTERNE: COURRIER INTERNE AOUT 2017,"COURRIER INTERNE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02922,0890/GCR,COMMUNICATION INTERNE & EXTERNE: COURRIER INTERNE SEPTEMBRE 2017,"COURRIER INTERNE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02923,0891/GCR,COMMUNICATION INTERNE & EXTERNE: COURRIER INTERNE OCTOBRE 2017,"COURRIER INTERNE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02924,0892/GCR,COMMUNICATION INTERNE & EXTERNE: COURRIER INTERNE NOVEMBRE 2017,"COURRIER INTERNE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02925,0893/GCR,COMMUNICATION INTERNE & EXTERNE: COURRIER INTERNE DECEMBRE 2017,"COURRIER INTERNE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02926,0894/GCR,COMMUNICATION INTERNE & EXTERNE: NOTE DE SERVICE JANVIER 2017,"NOTE DE SERVICE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02927,0895/GCR,COMMUNICATION INTERNE & EXTERNE: NOTE DE SERVICE FEVRIER 2017,"NOTE DE SERVICE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02928,0896/GCR,COMMUNICATION INTERNE & EXTERNE: NOTE DE SERVICE MARS 2017,"NOTE DE SERVICE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02929,0897/GCR,COMMUNICATION INTERNE & EXTERNE: NOTE DE SERVICE AVRIL 2017,"NOTE DE SERVICE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02930,0898/GCR,COMMUNICATION INTERNE & EXTERNE: NOTE DE SERVICE MAI 2017,"NOTE DE SERVICE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02931,0899/GCR,COMMUNICATION INTERNE & EXTERNE: NOTE DE SERVICE JUIN 2017,"NOTE DE SERVICE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02932,0900/GCR,COMMUNICATION INTERNE & EXTERNE: NOTE DE SERVICE JUILLET 2017,"NOTE DE SERVICE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02933,0901/GCR,COMMUNICATION INTERNE & EXTERNE: NOTE DE SERVICE AOUT 2017,"NOTE DE SERVICE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02934,0902/GCR,COMMUNICATION INTERNE & EXTERNE: NOTE DE SERVICE SEPTEMBRE 2017,"NOTE DE SERVICE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02935,0903/GCR,COMMUNICATION INTERNE & EXTERNE: NOTE DE SERVICE OCTOBRE 2017,"NOTE DE SERVICE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02936,0904/GCR,COMMUNICATION INTERNE & EXTERNE: NOTE DE SERVICE NOVEMBRE 2017,"NOTE DE SERVICE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02937,0905/GCR,COMMUNICATION INTERNE & EXTERNE: NOTE DE SERVICE DECEMBRE 2017,"NOTE DE SERVICE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02938,0906/GCR,COMMUNICATION INTERNE & EXTERNE: DECISION JANVIER,"DECISION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",2017
02939,0907/GCR,COMMUNICATION INTERNE & EXTERNE: DECISION FEVRIER,"DECISION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",2017
02940,0908/GCR,COMMUNICATION INTERNE & EXTERNE: DECISION MARS 2017,"DECISION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02941,0909/GCR,COMMUNICATION INTERNE & EXTERNE: DECISION AVRIL 2017,"DECISION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02942,0910/GCR,COMMUNICATION INTERNE & EXTERNE: DECISIONMAI 2017,"DECISION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02943,0911/GCR,COMMUNICATION INTERNE & EXTERNE: DECISION JUIN 2017,"DECISION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02944,0912/GCR,COMMUNICATION INTERNE & EXTERNE: DECISION JUILLET,"DECISION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",2017
02945,0913/GCR,COMMUNICATION INTERNE & EXTERNE: DECISION AOUT 2017,"DECISION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02946,0914/GCR,COMMUNICATION INTERNE & EXTERNE: DECISION SEPTEMBRE,"DECISION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",2017
02947,0915/GCR,COMMUNICATION INTERNE & EXTERNE: DECISION OCTOBRE,"DECISION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",2017
02948,0916/GCR,COMMUNICATION INTERNE & EXTERNE: DECISION NOVEMBRE,"DECISION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",2017
02949,0917/GCR,COMMUNICATION INTERNE & EXTERNE: DECISION DECEMBRE,"DECISION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",2017
02950,0918/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE JANVIER 2017,,,
02951,0919/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE FEVRIER 2017,,,
02952,0920/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE MARS 2017,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02953,0921/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE AVRIL 2017,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02954,0922/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE MAI,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2017
02955,0923/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE JUIN 2017,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02956,0924/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE JUILLET 2017,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02957,0925/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE AOUT 2017,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02958,0926/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE SEPTEMBRE 2017,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02959,0927/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE OCTOBRE 2017,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02960,0928/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE NOVEMBRE 2017,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02961,0929/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE DECEMBRE 2017,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",
02962,0930/GCR,COMMUNICATION INTERNE & EXTERNE: CERTIFICAT & ATTESTATION JANVIER 2017,"CERTIFICAT, ATTESTATION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02963,0931/GCR,COMMUNICATION INTERNE & EXTERNE: CERTIFICAT & ATTESTATION FEVRIER 2017,"CERTIFICAT, ATTESTATION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02964,0932/GCR,COMMUNICATION INTERNE & EXTERNE: CERTIFICAT & ATTESTATION MARS 2017,"CERTIFICAT, ATTESTATION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02965,0933/GCR,COMMUNICATION INTERNE & EXTERNE: CERTIFICAT & ATTESTATION AVRIL 2017,"CERTIFICAT, ATTESTATION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02966,0934/GCR,COMMUNICATION INTERNE & EXTERNE: CERTIFICAT & ATTESTATION MAI 2017,"CERTIFICAT, ATTESTATION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02967,0935/GCR,COMMUNICATION INTERNE & EXTERNE: CERTIFICAT & ATTESTATION JUIN 2017,"CERTIFICAT, ATTESTATION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02968,0936/GCR,COMMUNICATION INTERNE & EXTERNE: CERTIFICAT & ATTESTATION JUILLET 2017,"CERTIFICAT, ATTESTATION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02969,0937/GCR,COMMUNICATION INTERNE & EXTERNE: CERTIFICAT & ATTESTATION AOUT 2017,"CERTIFICAT, ATTESTATION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02970,0938/GCR,COMMUNICATION INTERNE & EXTERNE: CERTIFICAT & ATTESTATION SEPTEMBRE 2017,"CERTIFICAT, ATTESTATION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02971,0939/GCR,COMMUNICATION INTERNE & EXTERNE: CERTIFICAT & ATTESTATION OCTOBRE 2017,"CERTIFICAT, ATTESTATION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02972,0940/GCR,COMMUNICATION INTERNE & EXTERNE: CERTIFICAT & ATTESTATION NOVEMBRE 2017,"CERTIFICAT, ATTESTATION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02973,0941/GCR,COMMUNICATION INTERNE & EXTERNE: CERTIFICAT & ATTESTATION DECEMBRE 2017,"CERTIFICAT, ATTESTATION, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : CONSERVATION DEFINITIVE",
02974,0154/CA,COMMUNICATION INTERNE ET EXTERNE : CONSEIL D'ADMINISTRATION DU 26 AVRIL 2016,"FINANCE, COMPTE, GESTION, ACTIVITE, CONTROLE INTERNE, AUDIT INTERNE","(RAPPORT DE GESTION, ETAT FINANCIER, RAPPORT D'ACTIVITES, CORRESPONDANCE, DELIBERATION, PROCES VERBAL) DATE EXTREME  : 2013, 2016, SORT FINAL :  CONSERVATION DEFINITIVE",2016
02975,0036/AGJ,JURIDICTION ET CONTENTIEUX : NOTIFICATION D'UNE REQU+TE PAR LA CFAO TECHNOLOGIES BURKINA FASO DE 2018,"CFAO TECHNOLOGIES, RESEAU INFORMATIQUE, CONTENTIEUX, ARCOP, ARCHITECTURE, STANDARD SHARING SOFTWARE","(CORRESPONDANCE, REQUETE) DATE EXTREME  : 2018, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2018
02976,0023/RAI,"REALISATION DES AUDITS INTERNES : MISSION D'AUDIT INDEPENDANT DE LA PASSATION DES MARCHES PUBLICS DE 2010, 2011, 2012.","AUDIT INTERNE, PASSATION, MARCHE PUBLIC DATE EXTREME  : 2014, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",,2014
02977,0024/RAI,REALISATION DES AUDITS INTERNES : AUDIT LEGAL DES COMPTES SONABHY AU 31 DECEMBRE 2014,"AUDIT, COMPTE, SONABHY, GESTION, COMMISSARIAT AUX COMPTES, SOFIDEC","(NOTE EXPLICATIVE) DATE EXTREME  : 2014, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2014
02978,0025/RAI,REALISATION DES AUDITS INTERNES : AUDIT DE LA CHAINE LOGISTIQUE DES SUBVENTIONS ET DES CHARGES 2014-2015.,"AUDIT, ASCE, CABINET SEC DIARRA, CHAINE LOGISTIQUE, SUBVENTION, CHARGE DE FONCTIONNEMENT, PRODUIT PETROLIER","(CORRESPONDANCE, RAPPORT, PLAN D'ACTION, DELIBERATION) DATE EXTREME  : 2014-2015, 20142015 PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
02979,0040/GDE,COMMUNICATION INTERNE ET EXTERNE : AUDIT ORGANISATIONNEL DE LA SONABHY 2015-2016 PAR IPSO CONSEILS,"AUDIT, ORGANISATION, AUDIT ORGANISATIONNEL, ORGANIGRAMME, GESTION ADMINISTRATIVE, IPSO CONSEILS","(RAPPORT, COMPTE RENDU, PROCES VERBAL, CORRESPONDANCE) DATE EXTREME  : 2015-2016, 20152016 PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
02980,0041/GDE,COMMUNICATION INTERNE ET EXTERNE : CODE DE BONNES PRATIQUES DE GOUVERNANCE DES SOCIETES D'ETAT 2015,"GOUVERNANCE, SOCIETE D'ETAT, BONNE PRATIQUE","(RAPPORT, MAIL, PROCES VERBAL, CODE DE BONNE PRATIQUE) DATE EXTREME  : 2015, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",2015
02981,0042/GDE,COMMUNICATION INTERNE ET EXTERNE : ORGANISATION DES ASSISES SUR LES FINANCES DE LA SONABHY 2015,"FINANCE, SONABHY, ASSISE, LEO, QUALITE","(ETAT FINANCIER, MEMORANDUM, PROGRAMME D'ACTIVITES, DIAPOSITIVE IMPRIMEE) DATE EXTREME  : 2015, SORT FINAL : CONSERVATION DEFINITIVE",2015
02982,0805/RCG,REALISATION DU CONTROLE DE GESTION : ETATS DE SUIVI DES FACTURES DE 2016,"CONTROLE DE GESTION, FACTURATION, CERTIFICATION, GESTION","(ETAT DES FACTURES CERTIFIEES) DATE EXTREME  : 2016, SORT FINAL : DESTRUCTION",2016
02983,0942/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE AOUT 2015,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2015, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2016
02984,0943/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE OCTOBRE 2015,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2015, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2016
02985,0944/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE NOVEMBRE 2015,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2015, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2016
02986,0945/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE DECEMBRE 2015,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2015, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2016
02987,0946/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE MARS 2016,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2016
02988,0947/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE AVRIL 2016,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2016
02989,0948/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE MAI,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2016
02990,0949/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE JUIN 2016,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2016
02991,0950/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE JUILLET 2016,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2016
02992,0951/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE AOUT 2016,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2016
02993,0952/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE SEPTEMBRE 2016,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2016
02994,0953/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE OCTOBRE 2016,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2016
02995,0954/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE NOVEMBRE 2016,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2016
02996,0955/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE DECEMBRE 2016,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2016, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2016
02997,0956/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE JANVIER 2017,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2016
02998,0957/GCR,COMMUNICATION INTERNE & EXTERNE: LETTRE ARRIVEE FEVRIER 2017,"LETTRE ARRIVEE, SONABHY","(CORRESPONDANCE) DATE EXTREME  : 2017, PASSAGE GED   : DOCUCOUR SORT FINAL : DESTRUCTION",2016
02999,0043/GDE,GESTION DES DOCUMENTS ESSENTIELS: DOSSIER MARCHE GAZ SONABHY,"VERIFICATION, OPERATION, MARCHE GAZ, SONABHY","(CORRESPONDANCE, ETAT, FACTURE, LISTE, EXTRAIT DE COMPTE, RECU DE CAISSE) DATE EXTREME  : 1990-1991, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
03000,0044/GDE,GESTION DES DOCUMENTS ESSENTIELS: DOSSIER D'ETUDE CABINET WILLIAM G MATTHEWS SUR LA TARIFICATION DES PRODUITS PETROLIOERS ET LA RATIONALISATION DU SOUS-SECTEUR PETROLIER 1992-1993,"ETUDE, TARIFICATION, RATIONALISATION, SECTEUR PETROLIER, WILLIAM G MATTHEWS","(DOSSIER D'ETUDE) DATE EXTREME  : 1992-1993, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
03001,0045/GDE,GESTION DES DOCUMENTS ESSENTIELS: DOSSIER MILES SONABHY,"UTILISATION, MILES SONABHY, JUSTIFICATION","(CORRESPONDANCE, DEMANDE D'EXPLICATION) DATE EXTREME  : 2012, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
03002,0017/GSI,SYSTEME D'INFORMATION : AVANT PROJET DE BUDGET ET EXECUTION BUDGETAIRE DU SERVICE ARCHIVES ET DOCUMENTATION 2010-2015,"BUDGETISATION, BUDGET, GESTION DOCUMENTAIRE, SERVICE ARCHIVES ET DOCUMENTATION","(ETAT, PROJET DE BUDGET) DATE EXTREME  : 2010-2015, 201020112012201320142015 SORT FINAL : CONSERVATION DEFINITIVE",
03003,0018/GSI,SYSTEME D'INFORMATION : RAPPORT D'ACTIVITES DU SERVICE ARCHIVES ET DOCUMENTATION,"ACTIVITE, GESTION DOCUMENTAIRE, SERVICE ARCHIVES ET DOCUMENTATION","(RAPPORT D'ACTIVITES) DATE EXTREME  : 2010-2018, 201020112012201320142015201620172018 SORT FINAL : CONSERVATION DEFINITIVE",
03004,0019/GSI,SYSTEME D'INFORMATION : ETAT DES ACTIVITES DOCUMENTAIRES DU SERVICE ARCHIVES ET DOCUMENTATION 2010-2012,"ACTIVITE DOCUMENTAIRE, GESTION DOCUMENTAIRE, SERVICE ARCHIVES ET DOCUMENTATION","(ETAT DOCUMENTAIRE, PROGRAMME D'ACTIVITES, COMPTE RENDU D'ACTIVITES) DATE EXTREME  : 2010-2012, 201020112012 SORT FINAL : DESTRUCTION",
03005,0020/GSI,SYSTEME D'INFORMATION : ETAT DES ACTIVITES DOCUMENTAIRES DU SERVICE ARCHIVES ET DOCUMENTATION 2013-2015,"ACTIVITE DOCUMENTAIRE, GESTION DOCUMENTAIRE, SERVICE ARCHIVES ET DOCUMENTATION","(ETAT DOCUMENTAIRE, PROGRAMME D'ACTIVITES, COMPTE RENDU D'ACTIVITES) DATE EXTREME  : 2013-2015, 201320142015 SORT FINAL : DESTRUCTION",
03006,0021//GSI,SYSTEME D'INFORMATION : ETAT DES ACTIVITES DOCUMENTAIRES DU SERVICE ARCHIVES ET DOCUMENTATION 2016-2018,"ACTIVITE DOCUMENTAIRE, GESTION DOCUMENTAIRE, SERVICE ARCHIVES ET DOCUMENTATION","(ETAT DOCUMENTAIRE, PROGRAMME D'ACTIVITES, COMPTE RENDU D'ACTIVITES) DATE EXTREME  : 2016-2018, 201620172018 SORT FINAL : DESTRUCTION",
03007,0022/GSI,SYSTEME D'INFORMATION : FICHES DE RECUEIL DES BESOINS D'INFORMATIONS DOCUMENTAIRES 2013-2015,"RECHERCHE DOCUMENTAIRE, INFORMATION DOCUMENTAIRE, UTILISATEUR","(FICHE DE RECHERCHE DOCUMENTAIRE) DATE EXTREME  : 2013-2015, 201320142015 SORT FINAL : DESTRUCTION",
03008,0023/GSI,SYSTEME D'INFORMATION : FICHES DE RECUEIL DES BESOINS D'INFORMATIONS DOCUMENTAIRES 2016-2018,"RECHERCHE DOCUMENTAIRE, INFORMATION DOCUMENTAIRE, UTILISATEUR","(FICHE DE RECHERCHE DOCUMENTAIRE) DATE EXTREME  : 2016-2018, 201620172018 SORT FINAL : DESTRUCTION",
03009,0024/GSI,SYSTEME D'INFORMATION : SITUATION DES DOCUMENTS SORTIS POUR CONSULTATION 2010-2017,"COMMUNICATION, PRET DOCUMENTAIRE, DOCUMENT SORTI","(ETAT, NOTE DE RAPPEL, COPIE DU REGISTRE) DATE EXTREME  : 2010-2017, 20102011201220132014201520162017 SORT FINAL : DESTRUCTION",
