ID,Cote,Intitulé,Période début,Type,Quantité,Fonction,Code fonction,Mots-clés,Types de documents,Date ouverture,Date clôture,Système,Durée conservation,Sort final,Période fin,Observations
3223,0281/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PROPOSITION No 2020-004,2020,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CONTROLE; TRAVAUX; CONSTRUCTION; DEPOT; HYDROCARBURE; PENI,OFFRE TECHNIQUE; OFFRE FINANCIERE; LETTRE ARRIVE,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3224,0282/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2020-016,2020,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; NEXT'S; INSTALLATION; PYLONE; AUTO-STABLE; FAISCEAU,OFFRE TECHNIQUE; OFFRE FINANCIERE; COMPLEMENT DE PIECE,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3225,0283/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE COTATION No 2020-052,2020,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; PALETTE; COMPTAGE; BINGO; COGETRA; HYDRAU BTP.H ALMI; ICA-BURKINA,OFFRE TECHNIQUE; OFFRE FINANCIERE; PROCES VERBAL,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3226,0284/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE No 2020-013 RELATIVE,2020,SERIE,01 DOSSIER:02 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CBCO; GAZ; PRODUIT BLANC; BINGO; BOBO-DIOULASSO,OFFRE TECHNIQUE; OFFRE FINANCIERE; BORDEREAU DE TRANSMISSION,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3227,0285/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE No 2020-012 PORTANT,2020,SERIE,01 DOSSIER:05 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; INSTALLATION; PESE ESSIEUX; BINGO; BOBO-DIOULASSO,OFFRE TECHNIQUE; OFFRE FINANCIERE; PROCES VERBAL; NOTE DE SERVICE; BORDEREAU D'ENVOI,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3228,0286/ABS,ACHAT DE BIENS ET SERVICES: MANIFESTATION D'INTERET No,2020,SERIE,01 DOSSIER:06 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CABINET; LETTRAGE; A2PL; COMPTE CLIENT; ALLIANCE POUR LA PROMOTION DE PORT DE LOME,OFFRE TECHNIQUE; OFFRE FINANCIERE; PROCES VERBAL; NOTE DE SERVICE; BORDEREAU D'ENVOIE,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3229,0287/ABS,ACHAT DE BIENS ET SERVICES: MANIFESTATION D'INTERET No,2020,SERIE,01 DOSSIER:10 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CONTROLE REGLEMENTAIRE; HYDROCARBURE; LIQUIDE; PENI; GROUPEMENT AQUATIS CONSULTANCE& SEAT VERITAS COTE D'IVOIRE; GROUPEMENT INGETECH-B2I; APAVE BURKINA FASO,OFFRE TECHNIQUE; OFFRE FINANCIERE; NOTE DE SERVICE; RAPPORT D'ANALYSE; BORDEREAU D'ENVOI,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3230,0288/ABS,ACHAT DE BIENS ET SERVICES: MANIFESTATION D'INTERET No,2020,SERIE,01 DOSSIER:08 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CABINET; LETTRAGE; COMPTE CLIENT,OFFRE TECHNIQUE; OFFRE FINANCIERE; NOTE DE SERVICE; PROCES VERBAL; TERME DE REFERENCEE,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3231,0289/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE No 2020-015 PORTANT,2020,SERIE,01 DOSSIER:02 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; OPTIMISATION; RESEAU ICENDIE; BINGO,OFFRE TECHNIQUE; OFFRE FINANCIERE; RAPPORT,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3232,0290/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2020-018,2020,SERIE,01 DOSSIER:10 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; KORNET TECHNOLOGY; INSTALLATION; MATERIEL INFORMATIQUE; SIIC; SAKSEY; EZO INTERNATIONAL; MIR; GENERAL BUSINESS SERVICE; BATRACOR,OFFRE TECHNIQUE; OFFRE FINANCIERE; LETTRE ARRIVE; EXTRAIT DE DECISION; NOTE DE SERVICE; PROCES VERBAL; RAPPORT,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3233,0291/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2020-018,2020,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; BATRACOR; MATERIEL INFORMATIQUE; PIECE ADMINISTRATIVE,OFFRE TECHNIQUE; OFFRE FINANCIERE; BORDEREAU D'ENVOI,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3234,0292/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2020-017 POUR,2020,SERIE,01 DOSSIER:03 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; COUCHE DE ROULEMENT; GRAVELEUX; LATERITIQUE; COMPACTE; PARKING; GROS PORTEUR; PORT SEC,OFFRE TECHNIQUE; OFFRE FINANCIERE; NOTE DE SERVICE; BORDEREAU D'ENVOI; PROCES VERBAL,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3235,0293/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2020-014,2020,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ACQUISITION; PRODUITS D'ENTRETIEN; BINGO; BOBO-DIOULASSO; JNS; JEHO NISSI,OFFRE TECHNIQUE; OFFRE FINANCIERE; COMPLEMENT DE PIECE; LETTRE ARRIVEE,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3236,0294/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2020-014,2020,SERIE,01 DOSSIER:06 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; REFONTE; CENTRALE; PRODUCTION D'AIR; BINGO; EERI BF,OFFRE TECHNIQUE; OFFRE FINANCIERE; PROCES VERBAL; NOTE DE SERVICE; RAPPORT,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3237,0295/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PROPOSITION No 2020-003,2020,SERIE,01 DOSSIER:14 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CONTROLE; REGLEMENTAIRE; SPHERE; STOCKAGE; 8000M3; BINGO; GROUPEMENT BUREAU VERITAS BURKINA FASO; BUREAU VERITAS COTE D'IVOIRE,OFFRE TECHNIQUE; OFFRE FINANCIERE; PROCES VERBAL; NOTE DE SERVICE; RAPPORT D'ANALYSE; BORDEREAU D'ENVOI,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3238,0296/ABS,ACHAT DE BIENS ET SERVICES: MANIFESTATION D'INTERET No,2021,SERIE,01 DOSSIER:02 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; PRODUIT PETROLIER; SAABA; PARLYM INTERNATIONAL; GROUPEMENT CIN'S ET SICAD; EPPM; GROUPEMENT CAFI-B ET CADY,OFFRE TECHNIQUE; OFFRE FINANCIERE; NOTE DE SERVICE; RAPPORT D'ANALYSE,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3239,0297/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2021-024,2021,SERIE,01 DOSSIER:04 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; PIECE; RECHANGE; PNEU; CHARIOT; ELEVATEUR; BINGO; BOBO-DIOULASSO; BURKINA EQUIPEMENT; ATOME; CECOMA; SATURN GECHAFT; SADEC; BURKINA PNEUMATIQUE,OFFRE TECHNIQUE; OFFRE FINANCIERE; NOTE DE SERVICE; RAPPORT D'ANALYSE,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3240,0298/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PROPOSITION No 2021-002,2021,SERIE,01 DOSSIER:18 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; SOCIETE D'EXPERTISE COMPTABLE DIARRA; GEPG-KMC; EXOCIECAM; GAABF/SI; EXPERT PATERN GROUPS; DGCMPF; AUDIT; COMPTABLE; EXERCICE,OFFRE TECHNIQUE; OFFRE FINANCIERE; PROCES VERBAL; RAPPORT; BORDEREAU; NOTE DE SERVICE; COMPLEMENT DE PIECE,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3241,0299/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2021-004,2021,SERIE,12 DOSSIERS:12 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; TSLB; SO.GI.GA; ECOTECH; MAS DISTRIBUTION; MONDIAL DISTRIBUTION; WILL.COM; GLOBAL TECHNOLOGIY; PIB; ADBUTRAD; SGK; ESF; FOURNITURE; CONSOMMABLE; INFORMATIQUE,OFFRE TECHNIQUE; OFFRE FINANCIERE; COMPLEMENT DE DOSSIER; BORDEREAU; NOTE DE SERVICE; RAPPORT,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3242,0300/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE No 2021-002 PORTANT,2021,SERIE,01 DOSSIER:07 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CONSTRUCTION; EMPLISSEUR; BOUTEILLE; GAZ; GPL; PENI,OFFRE TECHNIQUE; OFFRE FINANCIERE; PROCES VERBAL; LETTRE; NOTE DE SERVICE; RAPPORT,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3243,0300/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE No 2021-002 PORTANT,2021,SERIE,01 DOSSIER:07 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CONSTRUCTION; EMPLISSEUR; BOUTEILLE; GAZ; GPL; PENI,OFFRE TECHNIQUE; OFFRE FINANCIERE; PROCES VERBAL; LETTRE; NOTE DE SERVICE; RAPPORT,29-08-2024,20-03-2025,NON,10ANS,DESTRUCTION,,
3244,0301/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PROPOSITION ALLEGEE No,2021,SERIE,01 DOSSIER:11 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; SELECTION; CABINET; IMPLANTATION; DEMARCHE RSE,OFFRE TECHNIQUE; OFFRE FINANCIERE; NOTE DE SERVICE; PROCES VERBAL; LETTRE; ORDRE DE MISSION; BORDEREAUX,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3245,0302/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE No 2021-003 PORTANT,2021,SERIE,01 DOSSIER:04 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; FOURNITURE; CAPSULE; INVIOLABILITE; BINGO; BOBO-DIOULASSO,OFFRE TECHNIQUE; OFFRE FINANCIERE; NOTE DE SERVICE; PROCES VERBAL,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3246,0303/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE No 2021-004 PORTANT,2021,SERIE,01 DOSSIER:02 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; INSTALLATION; CONTROLEUR; ETANCHEITE; LIGNE; DETECTEUR; ELECTRONIQUE; BINGO,OFFRE TECHNIQUE; OFFRE FINANCIERE; PROCES VERBAL; NOTE DE SERVICE,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3247,0304/ABS,ACHAT DE BIENS ET SERVICES: MANIFESTATION D'INTERET No,2021,SERIE,01 DOSSIER:05 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CABINET; COMPTABLE; AUDIT; EXERCICE; 2017-2018-2019-2020,OFFRE TECHNIQUE; OFFRE FINANCIERE; PROCES VERBAL; NOTE DE SERVICE; LETTRE; BORDEREAU,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3248,0305/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE OUVERT No 2021-007,2021,SERIE,03 DOSSIERS:06 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; IMPRIMERIE FRATERNITE DU FASO; GRANDE IMPRIMERIE DU FASO; PAPIER; LISTING,OFFRE TECHNIQUE; OFFRE FINANCIERE; COMPLEMENT DE PIECE; NOTE DE SERVICE; PROCES VERBAL; RAPPORT,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3249,0306/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE No 2021-018 PORTANT,2021,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ACQUISITION; EQUIPEMENT; PROTECTION; INDIVIDUELLE; BINGO; BOBO-DIOULASSO,OFFRE TECHNIQUE; OFFRE FINANCIERE; NOTE DE SERVICE,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3250,0307/ABS,ACHAT DE BIENS ET SERVICES:DEMANDE DE PRIX No 2021-013,2021,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; CO.SA.RA.S,OFFRE TECHNIQUE; OFFRE FINANCIERE; COMPLEMENT DE PIECE,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3251,0308/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2021-010,2021,SERIE,01 DOSSIER:04 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; LOCATION; GERANCE; RESTAURANT; PENI,OFFRE TECHNIQUE; OFFRE FINANCIERE; RAPPORT; PROCES VERBAL,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3252,0309/ABS,ACHAT DE BIENS ET SERVICES: MANIFESTATION D'INTERET No,2021,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; RECRUTEMENT; CABINET; DISPOSITION; AGENT; INTERIMAIRE,OFFRE TECHNIQUE; OFFRE FINANCIERE,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3253,0310/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE No 2021-025 PORTANT,2021,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ACQUISITION; VEHICULE,OFFRE TECHNIQUE; OFFRE FINANCIERE,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3254,0311/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE No 2021-022 PORTANT,2021,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ACQUISITION; VIDANGE; BOUTEILLE; MACHINE; ROBINET; BOITE; CLAPET; BINGO,OFFRE TECHNIQUE; OFFRE FINANCIERE,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3255,0312/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE No 2021-020 PORTANT,2021,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; SPHERE; 2000 TONNES; PENI,OFFRE TECHNIQUE; OFFRE FINANCIERE,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3256,0313/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PROPOSITION ALLEGEE No,2021,SERIE,01 DOSSIER:13 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; PRESELECTION; CABINET; CHARIOT; RESEAU; INCENDIE; BINGO; BOBO-DIOULASSO,OFFRE TECHNIQUE; OFFRE FINANCIERE; PROCES VERBAL; NOTE DE SERVICE; LETTRE; RAPPORT,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3257,0314/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2021-012,2021,SERIE,01 DOSSIER:02 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; NETTOYAGE; BINGO; BOBO-DIOULASSO; PENI; EKANOF; CHIC DECOR,OFFRE TECHNIQUE; OFFRE FINANCIERE; LETTRE ARRIVEE,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3258,0315/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX 2021-011 PORTANT,2021,SERIE,01 DOSSIER:02 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ACQUISITION; INSTALLATION; CLIMATISSEUR; BUREDIS; KABORE COMMERCE ET BATIMENT,OFFRE TECHNIQUE; OFFRE FINANCIERE; LETTRE,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3259,0316/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2022-023,2021,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; NOUVELLE SIRENE; DESINSTALLATION; ANCIENNE; INSTALLATION; BINGO,OFFRE TECHNIQUE; OFFRE FINANCIERE; RAPPORT,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3260,0317/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2022-012,2022,SERIE,01 DOSSIER:11 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; INOVA TRADING; CBCO; URANUS TECHNOLOGY; AZ NEW CHALLENGE; INFORMATIQUE HOUSE; ACQUISITION; CHAUSSURE; SECURITE; EQUIPEMENT; PROTECTION INDIVIDUELLE; BINGO; BOBO-DIOULASSO,OFFRE TECHNIQUE; OFFRE FINANCIERE; LETTRE; BORDEREAU,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3261,0318/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX A COMMANDE No,2022,SERIE,01 DOSSIER:03 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ENTRETIEN; REPARATION; CIRCUIT ELECTRIQUE; PLOMBERIE SANITAIRE; CLIMATISATION; SBI; BCOM; ESO BF,OFFRE TECHNIQUE; OFFRE FINANCIERE; LETTRE,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3262,0319/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2022-001 POUR,2022,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; LIEN INTER SITE; FIBRE OPTIQUE,OFFRE TECHNIQUE; OFFRE FINANCIERE; RAPPORT,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3263,0320/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE No 2022-023 PORTANT,2022,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ACQUISITION; VEHICULE; CITERNE; 20000 LITRE,OFFRE TECHNIQUE; OFFRE FINANCIERE; LETTRE,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3264,0321/ABS,ACHAT DE BIENS ET SERVICES: MANIFESTATION D'INTERET No,2022,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; PRESELECTION; CABINET; CONTROLE; TRAVAUX; ENTRETIENT; BAC; HYDROCARBURE; BINGO,OFFRE TECHNIQUE; OFFRE FINANCIERE; AVIS,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3265,0322/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2023-014,2023,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; EQUIPEMENT; PROTECTION INDIVIDUELLE; BINGO; BOBO-DIOULASSO; SATURN GECHAFT,OFFRE TECHNIQUE; OFFRE FINANCIERE; LETTRE DEPART,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3266,0323/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX A COMMANDE No,2023,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; PIECE ADMINISTRATIVE,OFFRE TECHNIQUE; OFFRE TECHNIQUE; BORDEREAU D'ENVOI; NIDAP IMPRIMERIE,29-08-2024,24-03-2025,NON,10ANS,DESTRUCTION,,
3267,/ABS,ACHAT DE BIENS ET SERVICES:,2023,SERIE,DOSSIER:PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY,OFFRE TECHNIQUE; OFFRE FINANCIERE,29-08-2023,24-03-2025,NON,10ANS,DESTRUCTION,,
3268,0324/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2023-001,2023,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; EMULSEUR; BINGO; BOBO-DIOULASSO,OFFRE TECHNIQUE; OFFRE FINANCIERE; NOTE DE SERVICE,29-08-2023,24-03-2025,NON,10ANS,DESTRUCTION,,
3269,0325/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2023-028,2023,SERIE,01 DOSSIER:25 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ENGINEERING SERVICE; LD; ARCOP ORD; SOCOBAF; JEHO NISSI; SADEC; AXEL; POSTE TELEPHONIQUE; RACCORDEMENT; LIGNE TELEPHONIQUE; TALKIES WALKIE; GREEN,OFFRE TECHNIQUE; OFFRE FINANCIERE; PROCES VERBAL; LETTRE; BORDEREAU; RAPPORT,29-08-2023,24-03-2025,NON,10ANS,DESTRUCTION,,
3270,0326/ABS,ACHAT DE BIENS ET SERVICES: DEMAND DE PRIX No 2023-027 PORTANT,2023,SERIE,01 DOSSIER:12 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; FCGS; SADEC; BRUDERSCHAFT; JEHO NISSI; ACQUISITION; FLEXIBLE; DEPOTAGE GAZ; BOBO-DIOULASSO,OFFRE TECHNIQUE; OFFRE FINANCIERE; PROCES VERBAL; LETTRE; NOTE DE SERVICE; RAPPORT,29-08-2023,24-03-2025,NON,10ANS,DESTRUCTION,,
3271,0327/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2023-034,2023,SERIE,01DOSSIER:24 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; GROUPE TIHAN; YIWALO SERVICE; COMOB; SEAI; SOSAKA; VESTIAIRE; BULDING BUSINESS INTERNATIONAL; GE BTP; EBATIM; EKAM; SBI; PIECE ADMINISTRATIVE; BINGO; CONSTRUCTION; VESTIAIRE; BATIMENT; ARCHIVE,OFFRE TECHNIQUE; OFFRE FINANCIERE; LETTRE; BORDEREAU D'ENVOIE; PROCES VERBAL; NOTE DE SERVICE,29-08-2023,24-03-2025,NON,10ANS,DESTRUCTION,,
3272,0328/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2023-032,2023,SERIE,01 DOSSIER:24 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ARCOP; GTC; TMB PRO; ARCOP; SP; EWS; EERI BF; SATURNE; BTP GROUPE BASNEERE & FRERE; LA CONTINENTALE DES TRAVAUX PUBLICS; COMOB&ENAF; EGETRAM; ACTIL INTERNATIONAL; AXEL; ETADI; AIRBM; TRAVAUX; AGRANDISSEMENT; VOIE D'ACCES; POSTE DE DEPOTAGE HL; AMENAGEMENT; AIRE D'ENTRETIENT; CHARIOT; BINGO,OFFRE TECHNIQUE; OFFRE FINANCIERE; PROCES VERBAL; NOTE DE SERVICE; RAPPORT; COMPLEMENT DE PIECES; COMMUNIQUE,29-08-2023,24-03-2025,NON,10ANS,DESTRUCTION,,
3273,0329/ABS,ACHAT DE BIENS ET SERVICES: MANIFESTATION D'INTERET DE LA,2023,SERIE,01 DOSSIER:06 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ACCOMPAGNEMENT; (SMI); ISO,OFFRE TECHNIQUE; OFFRE FINANCIERE; NOTE DE SERVICE; RAPPORT,29-08-2023,24-03-2025,NON,10ANS,DESTRUCTION,,
3274,0330/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE RESTREINT No,2023,SERIE,01 DOSSIER:04 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ACQUISITION; BUS; BINGO; BOBO-DIOULASSO,OFFRE TECHNIQUE; OFFRE FINANCIERE; BORDEREAU,29-08-2023,24-03-2025,NON,10ANS,DESTRUCTION,,
3275,0331/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE No 2023-012 PORTANT,2023,SERIE,01 DOSSIER:03 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ACQUISITION; VEHICULE; ROUES; DGPE,OFFRE TECHNIQUE; OFFRE FINANCIERE; NOTE SERVICE; LETTRE,29-08-2023,24-03-2025,NON,10ANS,DESTRUCTION,,
3276,0332/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2022-031,2022,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; SEAI; ACQUISITION; INSTALLATION; CONTENEUR,OFFRE TECHNIQUE; OFFRE FINANCIERE,29-08-2023,24-03-2025,NON,10ANS,DESTRUCTION,,
3277,0333/ABS,ACHAT DE BIENS ET SERVICES: APPEL D'OFFRE No 2022-013 PORTANT,2022,SERIE,04 DOSSIERS:10 PIECES,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ITEEM; GMS; SATURN GECHAFT; SADEC; PIECE; RECHANGE; BINGO; BOBO-DIOULASSO,OFFRE TECHNIQUE; OFFRE FINANCIERE,29-08-2023,24-03-2025,NON,10ANS,DESTRUCTION,,
3278,0334/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PROPOSITION ALLEGEE No,2024,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; ACCOMPAGNEMENT; SMI,OFFRE TECHNIQUE; OFFRE FINANCIERE; NOTE DE SERVICE,29-08-2023,24-03-2025,NON,10ANS,DESTRUCTION,,
3279,0335/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX A COMMANDE No,2023,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; PAPIER LISTING,OFFRE TECHNIQUE; OFFRE FINANCIERE; BORDEREAU,29-08-2023,24-03-2025,NON,10ANS,DESTRUCTION,,
3280,0336/ABS,ACHAT DE BIENS ET SERVICES: DEMANDE DE PRIX No 2023-003,2023,SERIE,01 DOSSIER:01 PIECE,ACHETER LES BIENS ET SERVICES,ABS,SONABHY; MOTO; COMPRESSEUR; REMPLACEMENT; PENI,OFFRE TECHNIQUE; OFFRE FINANCIERE; BORDEREAU,29-08-2023,24-03-2025,NON,10ANS,DESTRUCTION,,
