ref,cote,titre,analyse_diplomatique,date,contenu
0476,0239/CS,SORTIE BINGO JUILLET DECADE I 2003,"(BON, BORDEREAU D'ENLEVEMENT)","JUILLET , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0477,0240/CS,SORTIE BINGO JUILLET DECADE II 2003,"(BON, BORDEREAU D'ENLEVEMENT)","JUILLET , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0478,0241/CS,SORTIE BINGO JUILLET DECADE III 2003,"(BON, BORDEREAU D'ENLEVEMENT)","JUILLET , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0479,0242/CS,SORTIE BINGO AOUT DECADE I 2003,"(BON, BORDEREAU D'ENLEVEMENT)","AOUT , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0480,0243/CS,SORTIE BINGO AOUT DECADE II 2003,"(BON, BORDEREAU D'ENLEVEMENT)","AOUT , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0481,,SORTIES BINGO AOUT DECADE III,(BON),"AOUT , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0482,0245/CS,SORTIE BINGO SEPTEMBRE DECADE I 2003,"(BON, BORDEREAU D'ENLEVEMENT)","SEPTEMBRE , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0483,0246/CS,SORTIE BINGO SEPTEMBRE DECADE II 2003,"(BON,BORDEREAU D'ENLEVEMENT)","SEPTEMBRE , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0484,0247/CS,SORTIE BINGO SEPTEMBRE DECADE III 2003,"(BON, BORDEREAU D'ENLEVEMENT)","SEPTEMBRE , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0485,0248/CS,SORTIE BINGO OCTOBRE I 2003,"(BON, BORDEREAU D'ENLEVEMENT)","OCTOBRE , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0486,0249/CS,SORTIE BINGO OCTOBRE II 2003,"(BON, BORDEREAU D'ENLEVEMENT)","OCTOBRE , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0487,0250/CS,SORTIE BINGO OCTOBRE III 2003,"(BON, BORDEREAU D'ENLEVEMENT)","OCTOBRE , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0488,0251/CS,SORTIE BINGO NOVEMBRE I 2003,"(BON, BORDEREAU D'ENLEVEMENT)","NOVEMBRE , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0489,0252/CS,SORTIE BINGO NOVEMBRE II 2003,"(BON, BORDEREAU D'ENLEVEMENT)","NOVEMBRE , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0490,0253/CS,SORTIE BINGO NOVEMBRE III 2003,"(BON, BORDEREAU D'ENLEVEMENT)","NOVEMBRE , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0491,0254/CS,SORTIE BINGO DECEMBRE I 2003,"(BON, BORDEREAU D'ENLEVEMENT)","DECEMBRE , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0492,0255/CS,SORTIE BINGO DECEMBRE II 2003,"(BON, BORDEREAU D'ENLEVEMENT)","DECEMBRE , 2003","SORTIE BINGO, PRODUIT PETROLIER"
0493,0256/CS,"ETAT DECADAIRE JANVIER, FEVRIER, MARS 2002",(ETAT ),"JANVIER-MARS , 2002","RECEPTION, SORTIE, PRODUIT PETROLIER"
0494,0257/CS,"ETAT DECADAIRE AVRIL, MAI, JUIN 2002",(ETAT ),"AVRIL-JUIN , 2002","RECEPTION, SORTIE, PRODUIT PETROLIER"
0495,0258/CS,"ETAT DECADAIRE JUILLET, AOUT, SEPTEMBRE 2002",(ETAT ),"JUILLET-SEPTEMBRE , 2002","RECEPTION, SORTIE, PRODUIT PETROLIER"
0496,0259/CS,"ETAT DECADAIRE OCTOBRE, NOVEMBRE, DECEMBRE 2002",(ETAT ),"OCTOBRE-DECEMBRE , 2002","RECEPTION, SORTIE, PRODUIT PETROLIER"
0497,0260/CS,RELEVE TEMPERATURE ET COMPTE RENDU DES MESURES,"(RELEVE, CRM, PRODUIT PETROLIER) , 2003",,FICHE
0498,0200/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"OCTOBRE II , 2003","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0499,0201/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"NOVEMBRE I , 2003","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0500,0202/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"NOVEMBRE II , 2003","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0501,0203/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"DECEMBRE I , 2003","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0502,0204/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"DECEMBRE II , 2003","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0503,0205/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"JANVIER I , 2003","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0504,0206/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"JANVIER II , 2003","BOREDEAU DE LIVRAISON, PRODUIT PETROLIER"
0505,0207/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"FEVRIER I , 2003","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0506,0208/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"FEVRIER II , 2003","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0507,0209/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"MARS I , 2003","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0508,0210/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDERAU),"MARS II , 2003","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0509,0211/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"AVRIL I , 2003","BORDEREAU DELIVRAISON, PRODUIT PETROLIER"
0510,0212/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"AVRIL II , 2003","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0511,0213/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"MAI I , 2003","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0512,0214/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"MAI II , 2003","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0513,0215/SMO,"ETATS DECADAIRES, RECEPTION & SORTIE PRODUIT","(ETAT) , 1995-2001",,"DECADE, RECEPTION, SORTIE, PRODUIT PETROLIER"
0514,0216/SMO,"ETATS DECADAIRES, RECEPTION & SORTIE PRODUIT","(ETAT) , 1997-2002",,"DECADE, RECEPTION, SORTIE, PRODUIT PETROLIER"
0515,0217/SMO,SITUATION STOCKS CARBURANT AUTO,(SITUATION),"JANVIER-DECEMBRE , 2000","SITUATION, STOCK, CARBURANT AUTO"
0516,0218/SMO,SITUATION STOCKS SUPER CARBURANT,(SITUATION),"JANVIER-DECEMBRE , 2000","SITUATION, STOCK,  SUPER CARBURANT"
0517,0219/SMO,SITUATION STOKS PETROLE,(SITUATION),"JANVIER-DECEMBRE , 2000","SITUATION, STOCK, PETROLE"
0518,0220/SMO,SITUATION STOCKS GAZOIL,(SITUATION),"JANVIER-DECEMBRE , 2000","SITUATION, STOCK, GAZOIL"
0519,0221/SMO,SITUATION STOCKS DDO,(SITUATION),"JANVIER-DECEMBRE , 2000","SITUATION, STOCK, DDO"
0520,0222/SMO,CRM & SORTIE,(ETAT),"JANVIER-FEVRIER , 2002","COMPTE RENDU DES MESURES, SORTIE, PRODUIT PETROLIER"
0521,0223/SMO,CRM & SORTIE,(ETAT),"MARS-AVRIL , 2002","COMPTE RENDU DES MESURES, SORTIE, PRODUIT PETROLIER"
0522,0224/SMO,CRM & SORTIE,(ETAT),"MAI-JUIN , 2002","COMPTE RENDU DES MESURES, SORTIE, PRODUIT PETROLIER"
0523,0225/SMO,CRM & SORTIE,(ETAT),"JUILLET-AOUT , 2002","COMPTE RENDU DES MESURES, SORTIE, PRODUIT PETROLIER"
0524,0226/SMO,CRM & SORTIE,(ETAT),"SEPTEMBRE-OCTOBRE , 2002","COMPTE RENDU DES MESURES, SORTIE, PRODUIT PETROLIER"
0525,0227/SMO,CRM & SORTIE,(ETAT),"NOVEMBRE-DECEMBRE , 2002","COMPTE RENDU DES MESURES, SORTIE, PRODUIT PETROLIER"
0526,0228/SMO,CRM & SORTIE,(ETAT),"JANVIER-FEVRIER , 2003","COMPTE RENDU DES MESURES, SORTIE, PRODUIT PETROLIER"
0527,0229/SMO,CRM & SORTIE,(ETAT),"MARS-AVRIL , 2003","COMPTE RENDU DES MESURES, SORTIE, PRODUIT PETROLIER"
0528,0230/SMO,CRM & SORTIE,(ETAT),"MAI-JUIN , 2003","COMPTE RENDU DES MESURES, SORTIE, PRODUIT PETROLIER"
0529,0231/SMO,CRM & SORTIE,(ETAT),"JUILLET-AOUT , 2003","COMPTE RENDU DES MESURES, SORTIE, PRODUIT PETROLIER"
0530,0232/SMO,CRM & SORTIE,(ETAT),"SEPTEMBRE-OCTOBRE , 2003","COMPTE RENDU DES MESURES, SORTIE, PRODUIT PETROLIER"
0531,0233/SMO,CRM & SORTIE,(ETAT),"NOVEMBRE-DECEMBRE , 2003","COMPTE RENDU DES MESURES, SORTIE, PRODUIT PETROLIER"
0532,0204/STR,DECLARATION D'ENTREES EN ENTREPOT: CARBURANT AUTO,"(DECLARATION S4, FICHE DECADE, IMPRIME DOUANE, DECLARATION TRIE CEDEAO) , 2003",,"DECLARATION D'ENTREE EN ENTREPOT, CARBURANT AUTO, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0533,0205/STR,DECLARATION D'ENTREE EN ENTREPOT: CARBURANT AUTO,"(DECLARATION S4, FICHE DECADE, IMPRIME DOUANE, DECLARATION TRIE CEDEAO) , 2003",,"DECLARATION D'ENTREE EN ENTREPOT, CARBURANT AUTO, PRODUIT PETROLIER, TRANSIT, DEDOUANEMENT"
0534,0206/STR,DECLARATION D'ENTREE EN ENTREPOT: CARBURANT AUTO,"(DECLARATION S4, FICHE DECADE, IMPRIME DOUANE, DECLARATION TRIE CEDEAO) , 2003",,"DECLARATION D'ENTREE EN ENTREPOT, CARBURANT AUTO, PRODUIT PETROLIER, TRANSIT, DEDOUANEMENT"
0535,0207/STR,DECLARATION D'ENTREE EN ENTREPOT: CARBURANT AUTO,"(DECLARATION S4, FICHE DECADE, IMPRIME DOUANE, DECLARATION TRIE CEDEAO) , 2003",,"DECLARATION D'ENTREE EN ENTREPOT, CARBURANT AUTO, PRODUIT PETROLIER, TRANSIT, DEDOUANEMENT"
0536,0208/STR,DECLARATION D'ENTREE EN ENTREPOT: PETROLE LAMPANT,"(DECLARATION S4, FICHE DECADE, IMPRIME DOUANE, DECLATION TRIE CEDEAO) , 2003",,"DECLARATION D'ENTREE EN ENTREPOT, PETROLE, PRODUIT PETROLIER, DEDOUANEMENT, TRANSIT"
0537,0209/STR,DECLARATION D'ENTREE EN ENTREPOT: PETROLE LAMPANT,"(DECLARATION S4, FICHE DECADE, IMPRIME DOUANE, DECLARATION TRIE CEDEAO) , 2003",,"DECLARATION D'ENTREE EN ENTREPOT, PETROLE, PRODUIT PETROLIER, DEDOUANEMENT, TRANSIT"
0538,0210/STR,DECLARATION D'ENTREE EN ENTREPOT: GAZOIL,"(DECLARATION S4, DECLARATION TRIE CEDEAO, FICHE DECADE, IMPRIME DOUANE) , 2003",,"DECLARATION D'ENTREE EN ENTREPOT, GAZOIL, PRODUIT PETROLIER, TRANSIT, DEDOUANEMENT"
0539,0211/STR,DECLARATION D'ENTREE EN ENTREPOT: GASOIL,"(DECLARATION S4, DECLARATION TRIE CEDEAO, FICHE DECADE, IMPRIME DOUANE) , 2003",,"DECLARATION D'ENTREE EN ENTREPOT, GAZOIL, PRODUIT PETROLIER, TRANSIT, DEDOUANEMENT"
0540,0212/STR,DECLARATION D'ENTREE EN ENTREPOT: GAZOIL,"(DECLARATION S4, DECLARATION TRIE CEDEAO, FICHE DECADE, IMPRIME DOUANE) , 2003",,"DECLARATION D'ENTREE EN ENTREPOT, GAZOIL, PRODUIT PETROLIER, TRANSIT, DEDOUANEMENT"
0541,0213/STR,DECLARATION D'ENTREE EN ENTREPOT: GAZOIL,"(DECLARATION S4, DECLARATION TRIE CEDEAO, FICHE DECADE, IMPRIME DOUANE) , 2003",,"DECLARATION D'ENTREE EN ENTREPOT, GAZOIL, PRODUIT PETROLIER, TRANSIT, DEDOUANEMENT"
0542,0214/STR,DECLARATION D'ENTREE EN ENTREPOT: GAZOIL,"(DECLARATION S4, DECLARATION TRIE CEDEAO, IMPRIME DOUANE, FICHE DECADE) , 2003",,"DECLARATION D'ENTREE EN ENTREPOT, GAZOIL, PRODUIT PETROLIER, TRANSIT, DEDOUANEMENT"
0543,0215/STR,DECLARATION D'ENTREE EN ENTREPOT: GAZ BUTANE,"(DECLARATION S4, DECLARATION TRIE CEDEAO, IMPRIME DOUANE, FICHE DECADE) , 2003",,"DECLARATION D'ENTREE EN ENTREPOT, GAZ BUTANE, PRODUIT PETROLIER, TRANSIT, DEDOUANEMENT"
0544,0216/STR,DECLARATION D'ENTREE EN ENTREPOT: DDO,"(DECLARATION S4, DECLARATION TRIE CEDEAO, IMPRIME DOUANE, FICHE DECADE) , 2003",,"DECLARATION D'ENTREE EN ENTREPOT, DDO, PRODUIT PETROLIER, TRANSIT, DEDOUANEMENT"
0545,0217/STR,DECLARATION D'ENTREE EN ENTREPOT: CARBURANT AUTO,"(DECLARATION S4, DECLARATION TRIE CEDEAO, IMPRIME DOUANE, FICHE DECADE) , 2003-2004",,"DECLARATION D'ENTREE EN ENTREPOT, CARBURANT AUTO, PRODUIT PETROLIER, TRANSIT, DEDOUANEMENT"
0546,0218/STR,DECLARATION D'ENTREE EN ENTREPOT: PETROLE LAMPANT,"(DECLARATION S4, DECLARATION TRIE CEDEAO, IMPRIME DOUANE, FICHE DECADE) , 2003-2004",,"DECLARATION D'ENTREE EN ENTREPOT, PETROLE, PRODUIT PETROLIER, TRANSIT, DEDOUANEMENT"
0547,0219/STR,DECLARATION D'ENTREE EN ENTREPOT: GAZOIL,"(DECLARATION S4, DECLARATION TRIE CEDEAO, IMPRIME DOUANE, FICHE DECADE) , 2003-2004",,"DECLARATION D'ENTREE EN ENTREPOT, PRODUIT PETROLIER, GAZOIL, TRANSIT, DEDOUANEMENT"
0548,0220/STR,DECLARATION D'ENTREE EN ENTREPOT: SUPER CARBURANT,"(DECLARATION S4, DECLARATION TRIE CEDEAO, IMPRIME DOUANE, FICHE DECADE) , 2003-2004",,"DECLARATION D'ENTREE EN ENTREPOT, PRODUIT PETROLER, SUPER CARBURANT, TRANSIT, DEDOUANEMENT"
0549,0221/STR,DECLARATION D'ENTREE EN ENTREPOT: DDO,"(DECLARATION S4, DECLARATION TRIE CEDEAO, IMPRIME DOUANE, FICHE DECADE) , 2003-2004",,"DECLARATION D'ENTREE EN ENTREPOT, PRODUIT PETROLIER, DDO, TRANSIT, DEDOUANEMENT"
0550,0222/STR,DECLARATION D'ENTREE EN ENTREPOT: GAZ BUTANE,"(DECLARATION S4, DECLARATION TRIE CEDEAO, IMPRIME DOUANE, FICHE DECADE) , 2003-2004",,"DECLARATION D'ENTREE EN ENTREPOT, PRODUIT PETROLIER, GAZ BUTANE, TRANSIT, DEDOUANEMENT"
0551,0223/STR,DECLARATION D'ENTREE EN ENTREPOT: CARBURANT AUTO,"(DECLARATION S4, DECLARATION TRIE CEDEAO, IMPRIME DOUANE, FICHE DECADE) , 2004",,"DECLARATION D'ENTREE EN ENTREPOT, PRODUIT PETROLIER, CARBURANT AUTO, TRANSIT, DEDOUANEMENT"
0552,0224/STR,STRUCTURE DES PRIX,"(ARRETE, ETAT) , 2002",,"STRUCTURE DES PRIX, TAXE, DOUANE, PRODUIT PETROLIER"
0553,0225/STR,STRUCTURE DES PRIX,"(ARRETE, ETAT) , 2003-2004",,"STRUCTURE DES PRIX, TAXE, DOUANE, PRODUIT PETROLIER"
0554,0226/STR,DIVERS DOCUMENTS DU TRANSIT,"(CORRESPONDANCE, FACTURE, ETAT, DECLARATION) , 2000-2002",,"TRANSIT, SONABHY, PRODUIT PETROLIER, MTT B, DOUANE"
0555,0234/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"JUIN I , 2004","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0556,0235/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"JUIN II , 2004","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0557,0236/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"JUILLET I , 2004","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0558,0237/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"JUILLET II , 2004","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0559,0238/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"AOUT I , 2004","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0560,0239/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"AOUT II , 2004","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0561,0240/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"SEPTEMBRE I , 2004","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0562,0241/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"SEPTEMBRE II , 2004","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0563,0242/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"OCTOBRE I , 2004","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0564,0243/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"OCTOBRE II , 2004","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0565,0244/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"NOVEMBRE I , 2004","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0566,0245/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"NOVEMBRE II , 2004","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0567,0246/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"DECEMBRE I , 2004","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0568,0247/SMO,BORDEREAU DE LIVRAISON (ROSE),(BORDEREAU),"DECEMBRE II , 2004","BORDEREAU DE LIVRAISON, PRODUIT PETROLIER"
0569,0261/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"JANVIER-MARS , 2003","LIVRAISON, PRODUIT PETROLIER"
0570,0262/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"AVRIL , 2003","LIVRAISON, PRODUIT PETROLIER"
0571,0263/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"MAI , 2003","LIVRAISON, PRODUIT PETROLIER"
0572,0264/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"JUIN , 2003","LIVRAISON, PRODUIT PETROLIER"
0573,0265/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"JUILLET , 2003","LIVRAISON, PRODUIT PETROLIER"
0574,0266/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"AOUT , 2003","LIVRAISON, PRODUIT PETROLIER"
0575,0267/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"SEPTEMBRE , 2003","LIVRAISON, PRODUIT PETROLIER"
0576,0268/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"OCTOBRE , 2003","LIVRAISON, PRODUIT PETROLIER"
0577,0269/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"NOVEMBRE , 2003","LIVRAISON, PRODUIT PETROLIER"
0578,0270/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"DECEMBRE , 2003","LIVRAISON, PRODUIT PETROLIER"
0579,0271/CS,BON DE RECEPTION GAZ BUTANE,(BON),"JANVIER-JUILLET , 2003","RECEPTION, PRODUIT PETROLIER"
0580,0272/CS,BON DE RECEPTION GAZ BUTANE,(BON),"AOUT-DECEMBRE , 2003","RECEPTION, PRODUIT PETROLIER"
0581,0273/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"JANVIER , 2004","LIVRAISON, PRODUIT PETROLIER"
0582,0274/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"FEVRIER I , 2004","LIVRAISON, PRODUIT PETROLIER"
0583,0275/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"FEVRIER II , 2004","LIVRAISON, PRODUIT PETROLIER"
0584,0276/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"MARS I , 2004","LIVRAISON, PRODUIT PETROLIER"
0585,0277/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"MARS II , 2004","LIVRAISON, PRODUIT PETROLIER"
0586,0278/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"AVRIL , 2004","LIVRAISON, PRODUIT PETROLIER"
0587,0279/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"MAI I , 2004","LIVRAISON, PRODUIT PETROLIER"
0588,0280/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"MAI II , 2004","LIVRAISON, PRODUIT PETROLIER"
0589,0281/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"JUIN , 2004","LIVRAISON, PRODUIT PETROLIER"
0590,0282/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"JUILLET , 2004","LIVRAISON, PRODUIT PETROLIER"
0591,0283/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"AOUT I , 2004","LIVRAISON, PRODUIT PETROLIER"
0592,0284/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"AOUT II , 2004","LIVRAISON, PRODUIT PETROLIER"
0593,0285/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"SEPTEMBRE , 2004","LIVRAISON, PRODUIT PETROLIER"
0594,0286/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"OCTOBRE I , 2004","LIVRAISON, PRODUIT PETROLIER"
0595,0287/CS,SOUCHE BORDEREAU DE LIVRAISON,(SOUCHE),"OCTOBRE II , 2004","LIVRAISON, PRODUIT PETROLIER"
0596,0288/CS,BON DE RECEPTION GAZ BUTANE,(BON),"JANVIER-AVRIL , 2004","RECEPTION, PRODUIT PETROLIER"
0597,0289/CS,BON DE RECEPTION GAZ BUTANE,(BON),"MAI-AOUT , 2004","RECEPTION, PRODUIT PETROLIER"
0598,0290/CS,BON DE RECEPTION GAZ BUTANE,(BON),"SEPTEMBRE-OCTOBRE , 2004","RECEPTION, PRODUIT PETROLIER"
0599,0291/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"JANVIER I , 2003","LIVRAISON, PRODUIT PETROLIER"
0600,0292/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"JANVIER II , 2003","LIVRAISON, PRODUIT PETROLIER"
0601,0293/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"FEVRIER I , 2003","LIVRAISON, PRODUIT PETROLIER"
0602,0294/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"FEVRIER II , 2003","LIVRAISON, PRODUIT PETROLIER"
0603,0295/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"MARS I , 2003","LIVRAISON, PRODUIT PETROLIER"
0604,0296/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"MARS II , 2003","LIVRAISON, PRODUIT PETROLIER"
0605,0297/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"MARS III , 2003","LIVRAISON, PRODUIT PETROLIER"
0606,0298/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"AVRIL I , 2003","LIVRAISON, PRODUIT PETROLIER"
0607,0299/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"AVRIL II , 2003","LIVRAISON, PRODUIT PETROLIER"
0608,0300/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"MAI I , 2003","LIVRAISON, PRODUIT PETROLIER"
0609,0301/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"MAI II , 2003","LIVRAISON, PRODUIT PETROLIER"
0610,0302/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"JUIN I , 2003","LIVRAISON, PRODUIT PETROLIER"
0611,0303/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"JUIN II , 2003","LIVRAISON, PRODUIT PETROLIER"
0612,0304/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"JUIN III , 2003","LIVRAISON, PRODUIT PETROLIER"
0613,0305/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"JUILLET I , 2003","LIVRAISON, PRODUIT PETROLIER"
0614,0306/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"JUILLET I I , 2003","LIVRAISON, PRODUIT PETROLIER"
0615,0307/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"AOUT I , 2003","LIVRAISON, PRODUIT PETROLIER"
0616,0308/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"AOUT II , 2003","LIVRAISON, PRODUIT PETROLIER"
0617,0309/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"SEPTEMBRE I , 2003","LIVRAISON, PRODUIT PETROLIER"
0618,0310/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"SEPTEMBRE II , 2003","LIVRAISON, PRODUIT PETROLIER"
0619,0311/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"OCTOBRE I , 2003","LIVRAISON, PRODUIT PETROLIER"
0620,0312/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"OCTOBRE II , 2003","LIVRAISON, PRODUIT PETROLIER"
0621,0313/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"NOVEMBRE  I , 2003","LIVRAISON, PRODUIT PETROLIER"
0622,0314/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"NOVEMBRE  II , 2003","LIVRAISON, PRODUIT PETROLIER"
0623,0315/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"DECEMBRE  I , 2003","LIVRAISON, PRODUIT PETROLIER"
0624,0316/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"DECEMBRE  II , 2003","LIVRAISON, PRODUIT PETROLIER"
0625,0317/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"DECEMBRE  III , 2003","LIVRAISON, PRODUIT PETROLIER"
0626,0318/CS,BON DE RECEPTION GAZ BUTANE,(BON),"JANVIER-JUIN , 2003","RECEPTION , PRODUIT PETROLIER"
0627,0319/CS,BON DE RECEPTION GAZ BUTANE,(BON),"JUILLET-OCTOBRE , 2003","RECEPTION , PRODUIT PETROLIER"
0628,0320/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"JANVIER I , 2004","LIVRAISON, PRODUIT PETROLIER"
