ID,Cote,Titre,Contenu Dossier,Analyse Diplomatique,Date Extrême,Année,Passage GED,Sort Finale
08780,4936/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT SODISER,"ENCAISSEMENT, FACTURATION, SODISER",(PIECE COMPTABLE),2017,,NON,CONSERVATION DEFINITIVE
08781,4937/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT RADA PETROLIER,"ENCAISSEMENT, FACTURATION, RADA PETROLIER",(PIECE COMPTABLE),2017,,NON,CONSERVATION DEFINITIVE
08782,4938/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT ROYAL SERVICE,"ENCAISSEMENT, FACTURATION, ROYAL SERVICE",(PIECE COMPTABLE),2017,,NON,CONSERVATION DEFINITIVE
08783,4939/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT EDILCO,"ENCAISSEMENT, FACTURATION, EDILCO",(PIECE COMPTABLE),2017,,NON,CONSERVATION DEFINITIVE
08784,4940/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT TOTAL B,"ENCAISSEMENT, FACTURATION, TOTAL BURKINA",(PIECE COMPTABLE),2017,,NON,CONSERVATION DEFINITIVE
08785,4951/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT STD SODIGAZ,"ENCAISSEMENT, FACTURATION, STD SODIGAZ",(PIECE COMPTABLE),2017,,NON,CONSERVATION DEFINITIVE
08786,4942/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT SOPEF,"ENCAISSEMENT, FACTURATION, SOPEF",(PIECE COMPTABLE),2017,,NON,CONSERVATION DEFINITIVE
08787,4943/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT SMOP-ELUFA,"ENCAISSEMENT, FACTURATION, SMOP-ELUFA",(PIECE COMPTABLE),2017,,NON,CONSERVATION DEFINITIVE
08788,4944/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT ETA MOJOR,"ENCAISSEMENT, FACTURATION, ETAT MOJOR",(PIECE COMPTABLE),2017,,NON,CONSERVATION DEFINITIVE
08789,4945/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT LIBYA OIL,"ENCAISSEMENT, FACTURATION, LIBYA OIL",(PIECE COMPTABLE),2017,,NON,CONSERVATION DEFINITIVE
08790,4946/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT EXTRA OIL,"ENCAISSEMENT, FACTURATION, EXTRA OIL",(PIECE COMPTABLE),2017,,NON,CONSERVATION DEFINITIVE
08791,4947/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT BANYAMA OIL,"ENCAISSEMENT, FACTURATION, BANYAMA OIL",(PIECE COMPTABLE),2017,,NON,CONSERVATION DEFINITIVE
08792,4948/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT B ENERGY,"ENCAISSEMENT, FACTURATION, B ENERGY",(PIECE COMPTABLE),2017,,NON,CONSERVATION DEFINITIVE
08793,4949/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT PETRO OIL,"ENCAISSEMENT, FACTURATION, PETRO OIL",(PIECE COMPTABLE),2017,,NON,CONSERVATION DEFINITIVE
08794,4950/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT ENERGY BURKINA,"ENCAISSEMENT, FACTURATION, ENERGY BURKINA",(PIECE COMPTABLE),2017,,NON,CONSERVATION DEFINITIVE
08795,4951/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT ORYX,"ENCAISSEMENT, FACTURATION, ORYX",(PIECE COMPTABLE),2017,,NON,CONSERVATION DEFINITIVE
08796,4952/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT SOPEF,"ENCAISSEMENT, FACTURATION, SOPEF",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08797,4953/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT SODIS OIL,"ENCAISSEMENT, FACTURATION, SODIS OIL",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08798,4954/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT ACCES OIL,"ENCAISSEMENT, FACTURATION, ACCES OIL",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08799,4955/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT SOPEB,"ENCAISSEMENT, FACTURATION, SOPEB",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08800,4956/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT ETALON ENERGY,"ENCAISSEMENT, FACTURATION, ETALON ENERGY",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08801,4957/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT SODHYFA,"ENCAISSEMENT, FACTURATION, SODHYFA",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08802,4958/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT EDILCO,"ENCAISSEMENT, FACTURATION, EDILCO",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08803,4959/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT ECO ENERGY,"ENCAISSEMENT, FACTURATION, ECO ENERGY",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08804,4960/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT BURKINA PETROLIEUM,"ENCAISSEMENT, FACTURATION, BURKINA PETROLIEUM",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08805,4961/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT TOTAL B,"ENCAISSEMENT, FACTURATION, TOTAL B",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08806,4962/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT STD SODIGAZ,"ENCAISSEMENT, FACTURATION, STD SODIGAZ",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08807,4963/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT ECODIS,"ENCAISSEMENT, FACTURATION, ECODIS",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08808,4964/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT SOMOUF,"ENCAISSEMENT, FACTURATION, SOMOUF",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08809,4965/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT SODISER,"ENCAISSEMENT, FACTURATION, SODISER",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08810,4966/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT ROYAL SERVICE,"ENCAISSEMENT, FACTURATION, ROYAL SERVICE",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08811,4967/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT APRIL OIL,"ENCAISSEMENT, FACTURATION, APRIL OIL",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08812,4968/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT LIBYA OIL,"ENCAISSEMENT, FACTURATION, LIBYA OIL",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08813,4969/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT EDF,"ENCAISSEMENT, FACTURATION, EDF",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08814,4970/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT FASO OIL,"ENCAISSEMENT, FACTURATION, FASO OIL",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08815,4971/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT PETRO OIL,"ENCAISSEMENT, FACTURATION, PETRO OIL",(PIECE COMPTABLE),2018,,NON,CONSERVATION DEFINITIVE
08816,4972/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT SELF,"ENCAISSEMENT, FACTURATION, SELF",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08817,4973/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT GEFI,"ENCAISSEMENT, FACTURATION, GEFI",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08818,4974/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT PETRO OIL,"ENCAISSEMENT, FACTURATION, PETRO OIL",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08819,4975/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT MORO,"ENCAISSEMENT, FACTURATION, MORO",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08820,4976/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT BHYL,"ENCAISSEMENT, FACTURATION, BHYL",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08821,4977/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT ILDO OIL,"ENCAISSEMENT, FACTURATION, ILDO OIL",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08822,4978/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT FASO OIL,"ENCAISSEMENT, FACTURATION, FASO OIL",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08823,4979/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT ECODIS,"ENCAISSEMENT, FACTURATION, ECODIS",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08824,4980/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT SODIS OIL,"ENCAISSEMENT, FACTURATION, SODIS OIL",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08825,4981/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT SOPEF,"ENCAISSEMENT, FACTURATION, SOPEF",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08826,4982/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT STD SODIGAZ,"ENCAISSEMENT, FACTURATION, SODIGAZ STD",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08827,4983/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT SAT ENERGY,"ENCAISSEMENT, FACTURATION, SAT ENERGY",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08828,4984/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT ACCES OIL,"ENCAISSEMENT, FACTURATION, ACCES OIL",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08829,4985/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT PEGAZ,"ENCAISSEMENT, FACTURATION, PEGAZ",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08830,4986/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT ROYAL SERVICE,"ENCAISSEMENT, FACTURATION, ROYAL SERVICE",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08831,4987/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT BURKINA PETROLIEUM,"ENCAISSEMENT, FACTURATION, BURKINA PETROLIEUM",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08832,4988/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT APRIL OIL,"ENCAISSEMENT, FACTURATION, APRIL OIL",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08833,4989/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT SOGEL-B,"ENCAISSEMENT, FACTURATION, SOGEL-B",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08834,4990/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT ILDO OIL,"ENCAISSEMENT, FACTURATION, ILDO OIL",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08835,4991/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT RADA PETROLIER,"ENCAISSEMENT, FACTURATION, RADA PETROLIER",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08836,4992/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT SOPEB,"ENCAISSEMENT, FACTURATION, SOPEB",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08837,4993/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT SMOP-ELUFA,"ENCAISSEMENT, FACTURATION, SMOP-ELUFA",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08838,4994/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT PETROFA,"ENCAISSEMENT, FACTURATION, PETROFA",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08839,4995/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ENCAISSEMENT CLIENT OLEOM,"ENCAISSEMENT, FACTURATION, OLEOM",(PIECE COMPTABLE),2019,,NON,CONSERVATION DEFINITIVE
08840,0933/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETAT DE REVERSEMENT SND, IUTS/TPA, CNSS, MUTRAS, PRISE DE PARTICIPATION, GA, ALLIANZ, PENSION, UAB","REVERSEMENT, SND, IUTS, TPA, CNSS, MUTRAS, GA, PENSION, RESSOURCE HUMAINE, UAB, PRISE PARTICIPATION, ALLIANZ",(ETAT DE VERSEMENT),NOVEMBRE-DECEMBRE 2014,,DOCUPERS,CONSERVATION DEFINITIVE
08841,0934/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETAT DE REVERSEMENT SND, IUTS/TPA, CNSS, MUTRAS, PRISE DE PARTICIPATION, GA, ALLIANZ, PENSION, UAB","REVERSEMENT, SND, IUTS, TPA, CNSS, MUTRAS, BORDEREAU NOMINATIF DES TRAVAILLEURS, PENSION, RESSOURCE HUMAINE, UAB, PRISE PARTICIPATION, ALLIANZ",(ETAT DE VERSEMENT BORDEREAU NOMINATIF DES TRAVAILLEURS),JANVIER-JUIN 2015,,DOCUPERS,CONSERVATION DEFINITIVE
08842,0935/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETAT DE REVERSEMENT SND, IUTS/TPA, CNSS, MUTRAS, PRISE DE PARTICIPATION, GA, ALLIANZ, PENSION, UAB, SONAPOST,SONAR, BORDEREAU NOMINATIF","REVERSEMENT,SONAPOST, SND, IUTS, TPA, CNSS, MUTRAS, GA, PENSION, RESSOURCE HUMAINE, UAB, PRISE PARTICIPATION, ALLIANZ",(ETAT DE VERSEMENT),JANVIER-AOUT-NOVEMBRE 2016,,DOCUPERS,CONSERVATION DEFINITIVE
08843,0936/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETAT DE REVERSEMENT SND, IUTS/TPA, CNSS, MUTRAS, PRISE DE PARTICIPATION, GA, ALLIANZ, PENSION, UAB, SONAPOST,SONAR, BORDEREAU NOMINATIF","REVERSEMENT,SONAPOST, SND, IUTS, TPA, CNSS, MUTRAS, GA, PENSION, RESSOURCE HUMAINE, UAB, PRISE PARTICIPATION, ALLIANZ",(ETAT DE VERSEMENT),MAI-NOVEMBRE 2017,,DOCUPERS,CONSERVATION DEFINITIVE
08844,0937/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETAT DE REVERSEMENT SND, IUTS/TPA, CNSS, MUTRAS, PRISE DE PARTICIPATION, GA, ALLIANZ, PENSION, UAB, SONAPOST,SONAR, BORDEREAU NOMINATIF","REVERSEMENT, SONAPOST, SND, IUTS, TPA, CNSS, MUTRAS, GA, PENSION, RESSOURCE HUMAINE, UAB, PRISE PARTICIPATION, ALLIANZ",(ETAT DE VERSEMENT),JANVIER-DECEMBRE 2018,,DOCUPERS,CONSERVATION DEFINITIVE
08845,0938/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETAT DE REVERSEMENT SND,IUTS,TPA, SONAR, UAB, SONAPOST,CNSS,MUTRAS, PENSION, GA, PRISE DE PARTICIPATION, BORDEREAU NOMINATIF","REVERSEMENT, SND, IUTS, TPA, SONAR, UAB, SONAPOST, CNSS, MUTRAS, PENSION, GA, PRISE DE PARTICIPATION, TRAVAIL",(ETAT DE REVERSEMENT),JANVIER-DECEMBRE 2019,,DOCUPERS,CONSERVATION DEFINITIVE
08846,0939/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: CERTIFICAT ET ATTESTATION DE TRAVAIL,"RESSOURCE HUMAINE, TRAVAIL",(CERTIFAT ATTESTATION),JANVIER-DECEMBRE 2019,,DOCUPERS,CONSERVATION DEFINITIVE
08847,0940/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ATTESTATION DE STAGE,"RESSOURCE HUMAINE, STAGE",( ATTESTATION DE STAGE),OCTOBRE-DECEMBRE 2019,,DOCUPERS,CONSERVATION DEFINITIVE
08848,0942/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: RAPPORT ET CONTRAT CDD,"CONFIRMATION, EMBAUCGE, RECRUTEMENT, RESSOURCES HUMAINES",(LETTRE),2015,,DOCUPERS,CONSERVATION DEFINITIVE
08849,0943/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: RECRUTEMENT RAPPORTS,"RECRUTEMENT, RESSOURCES HUMAINE, RAPPORT",(RAPPORT),2016,,DOCUPERS,CONSERVATION DEFINITIVE
08850,0944/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: RECROUTEMENT: CONTRAT A DUREE DTERMINEE,"CDD, RECRUTEMENT, RESSOURCE HUMAINES, PROROGATION",(CONTRAT),2017,,DOCUPERS,CONSERVATION DEFINITIVE
08851,0945/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: RECROUTEMENT: CONTRAT A DUREE DTERMINEE,"CDD, RECRUTEMENT, RESSOURCE HUMAINES, PROROGATION",(CONTRAT),2018,,DOCUPERS,CONSERVATION DEFINITIVE
08852,0946/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: RECROUTEMENT: FICHE DE JOUISSANCE DE CONGE, CERTIFICAT DE PRISE DE SERVICE, AUTORISATION DE SORTIE, FICHE DE DEMANDE DE CONGE, FICHE DE CONTROLE DU PERSONNEL , FICHE DE PERMISSION, PLANNING","CONGEE, SORTIE, PRISE ET CESSATION DE SERVICE, PERMISSION","(FICHE, CERTIFICAT DE PRISE ET CESSATION DE SERVICE, PLANNING)",2016,,DOCUPERS,CONSERVATION DEFINITIVE
08853,0947/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: RECROUTEMENT: FICHE DE JOUISSANCE DE CONGE, CERTIFICAT DE PRISE DE SERVICE, AUTORISATION DE SORTIE, FICHE DE DEMANDE DE CONGE, FICHE DE CONTROLE DU PERSONNEL , FICHE DE PERMISSION, PLANNING","CONGEE, SORTIE, PRISE ET CESSATION DE SERVICE, PERMISSION","(FICHE, CERTIFICAT DE PRISE ET CESSATION DE SERVICE, PLANNING)",2017,,DOCUPERS,CONSERVATION DEFINITIVE
08854,0948/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: RECROUTEMENT: FICHE DE JOUISSANCE DE CONGE, CERTIFICAT DE PRISE DE SERVICE, AUTORISATION DE SORTIE, FICHE DE DEMANDE DE CONGE, FICHE DE CONTROLE DU PERSONNEL , FICHE DE PERMISSION, PLANNING","CONGEE, SORTIE, PRISE ET CESSATION DE SERVICE, PERMISSION","(FICHE, CERTIFICAT DE PRISE ET CESSATION DE SERVICE, PLANNING)",2018,,DOCUPERS,CONSERVATION DEFINITIVE
08855,0949/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: RECROUTEMENT: FICHE DE JOUISSANCE DE CONGE, CERTIFICAT DE PRISE DE SERVICE, AUTORISATION DE SORTIE, FICHE DE DEMANDE DE CONGE, FICHE DE CONTROLE DU PERSONNEL , FICHE DE PERMISSION, PLANNING","CONGEE, SORTIE, PRISE ET CESSATION DE SERVICE, PERMISSION","(FICHE, CERTIFICAT DE PRISE ET CESSATION DE SERVICE, PLANNING)",2019,,DOCUPERS,CONSERVATION DEFINITIVE
08856,00950/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: MISSION, FICHE TECHNIQUE, ORDRE DE MISSION, RAPPORT DE MISSION","MISSION, RESSOURCE HUMAINE","(FICHE TECHNIQUE DE MISSION, ORDRE DE MISSION, RAPPORT)",2016-2019,,DOCUPERS,CONSERVATION DEFINITIVE
08857,00951/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: DOSSIER OST 20102019,    CONTENU        : OST,,,"(LETTRE, RAPPORT, PLAN D'ACTION)",2017-2019,,DOCUPERS,CONSERVATION DEFINITIVE
08858,00952/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: AVIS D'IMPOSITION TAXE DE RESIDENCE; AVIS DE MISE EN RECOUVREMENT, LETTRE",IMPOT,"(TAXE, RESIDENCE, RECOUVREMENT)",2015,,DOCUPERS,CONSERVATION DEFINITIVE
08859,0953/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: DOSSIER CSST: RAPPORT, PV, CR, LETTRES 2010-2019",CSST,"(RESSOURCE HUMAINE, RAPPORT, PV, CR, LETTRE)",2016-2018,,DOCUPERS,CONSERVATION DEFINITIVE
08860,0954/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: PARTENARIATS SOCIAUX: RAPPORT COMPTE-RENDU-LETTRE 2010-2019,"PARTENAIRE SOCIALE, RESSOURCE HUMAINE","(RAPPORT, CR, LETTRE)",2016-2019,,DOCUPERS,CONSERVATION DEFINITIVE
08861,0955/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: DOSSIER CNSS: DECLARATION D'ACCIDENT DE TRAVAIL, BORDEREAU DE PAIEMENT AUX EMPLOYEURS 2010-2019","CNSS, DECLARATION, ACCIDENT","(BORDEREAU, CERTIFICAT)",2015-2019,,DOCUPERS,CONSERVATION DEFINITIVE
08862,0956/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: DOSSIER SANTE: REPOS MEDICAL,CERTIFICAT MEDICAL, ATTESTATION DE PRISE EN CHARGE, CERTIFICAT D'HOSPISTALISATION 2010-2019","SANTE, REPOS, PRISE EN CHARGE","(HOSPITALISATION, CERTIFICAT, ATTESTATION)",2014-2019,,DOCUPERS,CONSERVATION DEFINITIVE
08863,0957/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: DOSSIER SANTE: REPOS MEDICAL,CERTIFICAT MEDICAL, ATTESTATION DE PRISE EN CHARGE, CERTIFICAT D'HOSPISTALISATION 2010-2019","SANTE, REPOS, PRISE EN CHARGE","(HOSPITALISATION, CERTIFICAT, ATTESTATION)",2016,,DOCUPERS,CONSERVATION DEFINITIVE
08864,0958/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: DOSSIER SANTE: REPOS MEDICAL,CERTIFICAT MEDICAL, ATTESTATION DE PRISE EN CHARGE, CERTIFICAT D'HOSPISTALISATION 2010-2019","SANTE, REPOS, PRISE EN CHARGE","(HOSPITALISATION, CERTIFICAT, ATTESTATION)",2017,,DOCUPERS,CONSERVATION DEFINITIVE
08865,0959/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: DOSSIER SANTE: REPOS MEDICAL,CERTIFICAT MEDICAL, ATTESTATION DE PRISE EN CHARGE, CERTIFICAT D'HOSPISTALISATION 2010-2019","SANTE, REPOS, PRISE EN CHARGE","(HOSPITALISATION, CERTIFICAT, ATTESTATION)",2018,,DOCUPERS,CONSERVATION DEFINITIVE
08866,0960/GRH,"TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: DOSSIER SANTE: FICHE DE FORMATION, FICHE D'EVALUATION A CHAUD ET A FROID, RAPPORT DE FORMATION","RESSOURCE HUMAINE, FORMATION, EVALUATION","(FICHE DE FORMATION, FICHE DE D'EVALUATION A FROID, RAPPORT DE FORMATION)",2019,,DOCUPERS,CONSERVATION DEFINITIVE
08867,0961/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: DOSSIER SANTE: DOTATION DE CARBURANT DE JANVIER-DECEMBRE 2019,"DOTATION, CARBURANT, RESSOURCE HUMAINE","(TELECOPIES, ETAT DES DOTATIONS, FICHE DE D'EVALUATION A FROID, RAPPORT DE FORMATION)",2019,,DOCUPERS,CONSERVATION DEFINITIVE
08868,0962/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: DOSSIER SANTE: VIREMENT DE SALAIRE ET REVERSEMENTS DE JANVIER-DECEMBRE 2019,"SALAIRE, REVERSEMENT, RESSOURCES HUMAINES, VIREMENT","(ETAT DE VERSEMENT, LETTRE DE VIREMENT)",JANVIER-DECEMBRE 2019  OBSERVATIONS : RAS,,DOCUPERS,CONSERVATION DEFINITIVE
08869,2863/GRM,TITRE/DOSSIER : ACHAT DE BIENS ET SERVICES: MARCHE N°22/2011 PORTANT RENOUVELLEMENT DE LICENCE DE FIREWALLS ET ASSISTANCE 2011,"MARCHE, LICENCE, FIREWALLS",(CONTRAT),2011,,DOCULOG,
