ID,Code,Titre_dossier,CONTENU,Analyse_diplomatique,DATE,Numeros_pieces,OBSERVATIONS,Passage_GED,Base_GED,Sort_final
04176,3143/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"FEVRIER, 2008",448-666,219 PIECES,OUI,FINCOMPT,
04177,3144/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"FEVRIER, 2008",667-840,174 PIECES,OUI,FINCOMPT,
04178,3145/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"FEVRIER, 2008",841-912,70 PIECES,OUI,FINCOMPT,
04179,3146/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"MARS, 2008",913-1075,162 PIECES,OUI,FINCOMPT,
04180,3147/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"MARS, 2008",1076-1308,231 PIECES,OUI,FINCOMPT,
04181,3148/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"AVRIL, 2008",1309-1497,186 PIECES,OUI,FINCOMPT,
04182,3149/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"AVRIL, 2008",1498-1722,213 PIECES,OUI,FINCOMPT,
04183,3150/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"MAI, 2008",1723-1922,198 PIECES,OUI,FINCOMPT,
04184,3151/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"MAI, 2008",1923-2112,189 PIECES,OUI,FINCOMPT,
04185,3152/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"JUIN, 2008",2113-2287,174 PIECES,OUI,FINCOMPT,
04186,3153/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"JUIN, 2008",2288-2454,166 PIECES,OUI,FINCOMPT,
04187,3154/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"JUIN, 2008",2455-2647,190 PIECES,OUI,FINCOMPT,
04188,3155/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"JUILLET, 2008",2648-2864,216 PIECES,OUI,FINCOMPT,
04189,3156/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"JUILLET, 2008",2865-3072,206 PIECES,OUI,FINCOMPT,
04190,3157/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"AOUT, 2008",3073-3230,155 PIECES,OUI,FINCOMPT,
04191,3158/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"AOUT, 2008",3831-3405,175 PIECES,OUI,FINCOMPT,
04192,3159/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"AOUT, 2008",3406-3532,125 PIECES,OUI,FINCOMPT,
04193,3160/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",3533-3750,214 PIECES,OUI,FINCOMPT,
04194,3161/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",3751-3971,220 PIECES,OUI,FINCOMPT,
04195,3162/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",3972-4016,44 PIECES,OUI,FINCOMPT,
04196,3163/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"OCTOBRE, 2008",4017-4250,230 PIECES,OUI,FINCOMPT,
04197,3164/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"OCTOBRE, 2008",4251-4450,199 PIECES,OUI,FINCOMPT,
04198,3165/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"OCTOBRE, 2008",4451-4509,58 PIECES,OUI,FINCOMPT,
04199,3166/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"NOVEMBRE, 2008",4510-4696,186 PIECES,OUI,FINCOMPT,
04200,3167/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"NOVEMBRE, 2008",4697-4901,202 PIECES,OUI,FINCOMPT,
04201,3168/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"DECEMBRE, 2008",4902-5100,199 PIECES,OUI,FINCOMPT,
04202,3169/SC,OACHAT:JANVIER 2008,"PRODUIT PETROLIER, ACHAT, OUAGA",(PIECES COMPTABLES),"DECEMBRE, 2008",5101-5301,200 PIECES,OUI,FINCOMPT,
04203,3170/SC,OVENTES:JANVIER 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"JANVIER, 2008",001-269,268 PIECES,OUI,FINCOMPT,
04204,3171/SC,OVENTES:JANVIER 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"JANVIER, 2008",270-424,153 PIECES,OUI,FINCOMPT,
04205,3172/SC,OVENTES:FEVRIER 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"FEVRIER, 2008",425-670,244 PIECES,OUI,FINCOMPT,
04206,3173/SC,OVENTES:FEVRIER 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"FEVRIER, 2008",671-880,208 PIECES,OUI,FINCOMPT,
04207,3174/SC,OVENTES:FEVRIER 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"FEVRIER , 2008",881-1125,241 PIECES,OUI,FINCOMPT,
04208,3175/SC,OVENTES:MARS 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"MARS, 2008",1126 - 1370,241 PIECES,OUI,FINCOMPT,
04209,3176/SC,OVENTES: AVRIL 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"AVRIL, 2008",1371 - 1580,208 PIECES,OUI,FINCOMPT,
04210,3177/SC,OVENTES: AVRIL 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"AVRIL, 2008",1581-1879,293 PIECES,OUI,FINCOMPT,
04211,3178/SC,OVENTES: MAI 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"MAI, 2008",1880-2185,301 PIECES,OUI,FINCOMPT,
04212,3179/SC,OVENTES: MAI 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"MAI, 2008",2186-2416,229 PIECES,OUI,FINCOMPT,
04213,3180/SC,OVENTES: JUIN 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"JUIN, 2008",2417-2663,241 PIECES,OUI,FINCOMPT,
04214,3181/SC,OVENTES: JUIN 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"JUIN, 2008",2664-2908,244 PIECES,OUI,FINCOMPT,
04215,3182/SC,OVENTES: JUILLET 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"JUILLET, 2008",2909-3170,260 PIECES,OUI,FINCOMPT,
04216,3183/SC,OVENTES: JUILLET 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"JUILLET, 2008",3171-3421,250 PIECES,OUI,FINCOMPT,
04217,3184/SC,OVENTES: AOUT2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"AOUT, 2008",3422-3676,253 PIECES,OUI,FINCOMPT,
04218,3185/SC,OVENTES: AOUT2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"AOUT, 2008",3677-3900,221 PIECES,OUI,FINCOMPT,
04219,3186/SC,OVENTES: SEPTEMBRE 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",3901-4144,243 PIECES,OUI,FINCOMPT,
04220,3187/SC,OVENTES: SEPTEMBRE 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",4145-4414,265 PIECES,OUI,FINCOMPT,
04221,3188/SC,OVENTES: SEPTEMBRE 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",4415-4620,206 PIECES,OUI,FINCOMPT,
04222,3189/SC,OVENTES: OCTOBRE 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",4621-4850,227 PIECES,OUI,FINCOMPT,
04223,3190/SC,OVENTES: OCTOBRE 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"OCTOBRE, 2008",4851-4947,95 PIECES,OUI,FINCOMPT,
04224,3191/SC,OVENTES: NOVEMBRE 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"NOVEMBRE, 2008",4948-5188,237 PIECES,OUI,FINCOMPT,
04225,3192/SC,OVENTES: NOVEMBRE 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"NOVEMBRE, 2008",5189-5443,251 PIECES,OUI,FINCOMPT,
04226,3193/SC,OVENTES:DECEMBRE 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"DECEMBRE, 2008",5444-5703,252 PIECES,OUI,FINCOMPT,
04227,3194/SC,OVENTES:DECEMBRE 2008,"PRODUIT PETROLIER, VENTE, OUAGA",(PIECES COMPTABLES),"DECEMBRE, 2008",5704-6007,299 PIECES,OUI,FINCOMPT,
04228,3195/SC,OOPD:JANVIER 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"JANVIER, 2008",001-108,106 PIECES,OUI,FINCOMPT,
04229,3196/SC,OOPD:FEVRIER 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"FEVRIER, 2008",109-197,87 PIECES,OUI,FINCOMPT,
04230,3197/SC,OOPD:MARS 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"MARS, 2008",198-376,178 PIECES,OUI,FINCOMPT,
04231,3198/SC,OOPD:MARS 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"MARS, 2008",377-571,193 PIECES,OUI,FINCOMPT,
04232,3199/SC,OOPD:AVRIL 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"AVRIL, 2008",572-675,103 PIECES,OUI,FINCOMPT,
04233,3200/SC,OOPD:MAI 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"MAI, 2008",676-837,160 PIECES,OUI,FINCOMPT,
04234,3201/SC,OOPD:MAI 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"MAI, 2008",838-997,159 PIECES,OUI,FINCOMPT,
04235,3202/SC,OOPD:JUIN 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"JUIN, 2008",998-1130,132 PIECES,OUI,FINCOMPT,
04236,3203/SC,OOPD:JUIN 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"JUIN, 2008",1131-1300,169 PIECES,OUI,FINCOMPT,
04237,3204/SC,OOPD:JUIN 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"JUIN, 2008",1301-1396,95 PIECES,OUI,FINCOMPT,
04238,3205/SC,OOPD:JUILLET 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"JUILLET, 2008",1397-1481,84 PIECES,OUI,FINCOMPT,
04239,3206/SC,OOPD:AOUT 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"AOUT, 2008",1482-1573,91 PIECES,OUI,FINCOMPT,
04240,3207/SC,OOPD:SEPTEMBRE 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",1574-1779,202 PIECES,OUI,FINCOMPT,
04241,3208/SC,OOPD:SEPTEMBRE 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",1780-1940,160 PIECES,OUI,FINCOMPT,
04242,3209/SC,OOPD:SEPTEMBRE 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",1941-2100,152 PIECES,OUI,FINCOMPT,
04243,3210/SC,OOPD:SEPTEMBRE 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",2101-2250,148 PIECES,OUI,FINCOMPT,
04244,3211/SC,OOPD:SEPTEMBRE 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",2251-2437,186 PIECES,OUI,FINCOMPT,
04245,3212/SC,OOPD:SEPTEMBRE 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",2438-2484,46 PIECES,OUI,FINCOMPT,
04246,3213/SC,OOPD:OCTOBRE 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"OCTOBRE, 2008",2485-2568,83 PIECES,OUI,FINCOMPT,
04247,3214/SC,OOPD:NOVEMBRE 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"NOVEMBRE, 2008",2569-2712,141 PIECES,OUI,FINCOMPT,
04248,3215/SC,OOPD:NOVEMBRE 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"NOVEMBRE, 2008",2713-2926,210 PIECES,OUI,FINCOMPT,
04249,3216/SC,OOPD:NOVEMBRE 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"NOVEMBRE, 2008",2927-3147,216 PIECES,OUI,FINCOMPT,
04250,3217/SC,OOPD:DECEMBRE 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"NOVEMBRE, 2008",3148-3334,182 PIECES,OUI,FINCOMPT,
04251,3218/SC,OOPD:DECEMBRE 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"NOVEMBRE, 2008",3335-3589,252 PIECES,OUI,FINCOMPT,
04252,3219/SC,OOPD:DECEMBRE 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"DECEMBRE, 2008",3590-3792,202 PIECES,OUI,FINCOMPT,
04253,3220/SC,OOPD:DECEMBRE 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"DECEMBRE, 2008",3793-3857,64 PIECES,OUI,FINCOMPT,
04254,3221/SC,BOPD:JANVIER -MARS 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"JANVIER- MARS, 2008",001-163,161 PIECES,OUI,FINCOMPT,
04255,3222/SC,BOPD:AVRIL-JUIN 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"AVRIL-JUIN, 2008",164-357,192 PIECES,OUI,FINCOMPT,
04256,3223/SC,BOPD:JUILLET-AOUT 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"JUILLET - AOUT, 2008",358-465,104 PIECES,OUI,FINCOMPT,
04257,3224/SC,BOPD:NOVEMBRE 2008,"OPERATION DIVERSE, OUAGA",(PIECES COMPTABLES),"NOVEMBRE, 2008",571- 676,104 PIECES,OUI,FINCOMPT,
04258,3225/SC,CAISSE: JANVIER 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"JANVIER, 2008",001-23,23 PIECES,OUI,FINCOMPT,
04259,3226/SC,CAISSE: JANVIER 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"JANVIER, 2008",24-47,23 PIECES,OUI,FINCOMPT,
04260,3227/SC,CAISSE:FEVRIER 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"FEVRIER, 2008",048-069,21 PIECES,OUI,FINCOMPT,
04261,3228/SC,CAISSE:FEVRIER 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"FEVRIER, 2008",070-085,15 PIECES,OUI,FINCOMPT,
04262,3229/SC,CAISSE:MARS 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"MARS, 2008",086-103,97 PIECES,OUI,FINCOMPT,
04263,3230/SC,CAISSE:MARS 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"MARS, 2008",104-119,15 PIECES,OUI,FINCOMPT,
04264,3231/SC,CAISSE:AVRIL 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"AVRIL, 2008",120-148,28 PIECES,OUI,FINCOMPT,
04265,3232/SC,CAISSE:MAI 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"MAI, 2008",149-163,14 PIECES,OUI,FINCOMPT,
04266,3233/SC,CAISSE:MAI 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"MAI, 2008",164-174,10 PIECES,OUI,FINCOMPT,
04267,3234/SC,CAISSE:JUIN 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"JUIN, 2008",175-187,12 PIECES,OUI,FINCOMPT,
04268,3235/SC,CAISSE:JUIN 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"JUIN, 2008",188-198,100 PIECES,OUI,FINCOMPT,
04269,3236/SC,CAISSE:JUILLET 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"JUILLET, 2008",199-213,112 PIECES,OUI,FINCOMPT,
04270,3237/SC,CAISSE:JUILLET 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"JUILLET, 2008",214 - 233,19 PIECES,OUI,FINCOMPT,
04271,3238/SC,CAISSE:AOUT 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"AOUT, 2008",236-255,19 PIECES,OUI,FINCOMPT,
04272,3239/SC,CAISSE:SEPTEMBRE 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",256-274,19 PIECES,OUI,FINCOMPT,
04273,3240/SC,CAISSE:SEPTEMBRE 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"SEPTEMBRE, 2008",275-286,12 PIECES,OUI,FINCOMPT,
04274,3241/SC,CAISSE:OCTOBRE 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"OCTOBRE, 2008",287-305,18 PIECES,OUI,FINCOMPT,
04275,3242/SC,CAISSE:OCTOBRE 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"OCTOBRE, 2008",306-320,14 PIECES,OUI,FINCOMPT,
04276,3243/SC,CAISSE:NOVEMBRE 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"NOVEMBRE, 2008",321-339,18 PIECES,OUI,FINCOMPT,
04277,3244/SC,CAISSE:NOVEMBRE 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"NOVEMBRE, 2008",340-347,7 PIECES,OUI,FINCOMPT,
04278,3245/SC,CAISSE:DECEMBRE 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"DECEMBRE, 2008",348-363,15 PIECES,OUI,FINCOMPT,
04279,3246/SC,BCAISSE:JANVIER - FEVRIER 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"JANVIER-FEVRIER, 2008",001-135,132 PIECES,OUI,FINCOMPT,
04280,3247/SC,BCAISSE:MARS-AVRIL 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"MARS-AVRIL, 2008",136-236,100 PIECES,OUI,FINCOMPT,
04281,3248/SC,BCAISSE:NOVEMBRE 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"NOVEMBRE, 2008",545-606,61 PIECES,OUI,FINCOMPT,
04282,3249/SC,CAISSE COTONOU :JANVIER-MARS 2008,"FACTURATION, OUAGA",(PIECES COMPTABLES),"JANVIER-MARS, 2008",001-032,32 PIECES,OUI,FINCOMPT,
04283,3250/SC,CAISSE COTONOU :AVRIL-JUIN 2008,"DIVERSE DEPENSE, FACTURATION, OUAGA",(PIECES COMPTABLES),"AVRIL-JUIN, 2008",033-079,45 PIECES,OUI,FINCOMPT,
04284,3251/SC,CAISSE COTONOU :AOUT-SEPTEMBRE 2008,"DIVERSE DEPENSE, FACTURATION, OUAGA",(PIECES COMPTABLES),"AOUT-SEPTEMBRE, 2008",080-129,49 PIECES,OUI,FINCOMPT,
04285,3252/SC,CAISSE COTONOU :OCTOBRE - DECEMBRE 2008,"DIVERSE DEPENSE, FACTURATION, OUAGA",(PIECES COMPTABLES),"OCTOBRE-DECEMBRE, 2008",130-159,29 PIECES,OUI,FINCOMPT,
04286,3253/SC,BACB: JANVIER-MARS 2008/REGLEMENTS FACTURES,"FACTURATION, BANQUE, BACB, REGLEMENT, OUAGA",(PIECES COMPTABLES),"JANVIER-MARS, 2008",001-030,30 PIECES,OUI,FINCOMPT,
04287,3254/SC,BACB: AVRIL-MAI 2008/REGLEMENTS FACTURES,"FACTURATION, BANQUE, BACB, REGLEMENT, OUAGA",(PIECES COMPTABLES),"AVRIL-MAI, 2008",031-051,19 PIECES,OUI,FINCOMPT,
04288,3255/SC,BACB: JUIN -SEPTEMBRE 2008/REGLEMENTS FACTURES,"FACTURATION, BANQUE, BACB, REGLEMENT, OUAGA",(PIECES COMPTABLES),"JUIN - SEPTEMBRE, 2008",052-070,18 PIECES,OUI,FINCOMPT,
04289,3256/SC,BACB: OCTOBRE 2008/REGLEMENTS FACTURES,"FACTURATION, BANQUE, BACB, REGLEMENT, OUAGA",(PIECES COMPTABLES),"OCTOBRE, 2008",071 -091,20 PIECES,OUI,FINCOMPT,
04290,3257/SC,BACB: OCTOBRE 2008/REGLEMENTS FACTURES,"FACTURATION, BANQUE, BACB, REGLEMENT, OUAGA",(PIECES COMPTABLES),"OCTOBRE, 2008",092-105,13 PIECES,OUI,FINCOMPT,
04291,3258/SC,BACB: NOVEMBRE 2008/REGLEMENTS FACTURES,"FACTURATION, BANQUE, BACB, REGLEMENT, OUAGA",(PIECES COMPTABLES),"NOVEMBRE, 2008",106-112,6 PIECES,OUI,FINCOMPT,
04292,3259/SC,BACB: DECEMBRE 2008/REGLEMENTS FACTURES,"FACTURATION, BANQUE, BACB, REGLEMENT, OUAGA",(PIECES COMPTABLES),"DECEMBRE, 2008",113-143,30 PIECES,OUI,FINCOMPT,
04293,3260/SC,BAT JANVIER - DECEMBRE 2008,"FACTURATION, BANQUE, BABF, OUAGA",(PIECES COMPTABLES),"JANVIER-DECEMBRE, 2008",001-046,46 PIECES,OUI,FINCOMPT,
04294,3261/SC,BCB JANVIER 2008,"FACTURATION, BANQUE, BCB, OUAGA",(PIECES COMPTABLES),"JANVIER, 2008",001-032,32 PIECES,OUI,FINCOMPT,
04295,3262/SC,BCB FEVRIER 2008,"FACTURATION, BANQUE, BCB, OUAGA",(PIECES COMPTABLES),"FEVRIER, 2008",039-089,40 PIECES,OUI,FINCOMPT,
04296,3263/SC,BCB MARS 2008,"FACTURATION, BANQUE, BCB, OUAGA",(PIECES COMPTABLES),"MARS, 2008",90-121,31 PIECES,OUI,FINCOMPT,
04297,3264/SC,BCB AVRIL 2008,"FACTURATION, BANQUE, BCB, OUAGA",(PIECES COMPTABLES),"AVRIL, 2008",122-158,36 PIECES,OUI,FINCOMPT,
04298,3265/SC,BCB MAI 2008,"FACTURATION, BANQUE, BCB, OUAGA",(PIECES COMPTABLES),"MAI, 2008",159-179,21 PIECES,OUI,FINCOMPT,
04299,3266/SC,BCB: JUIN 2008,"FACTURATION, BANQUE, BCB, OUAGA",(PIECES COMPTABLES),"JUIN, 2008",180-198,18 PIECES,OUI,FINCOMPT,
04300,3267/SC,BCB: JUILLET 2008,"FACTURATION, BANQUE, BCB, OUAGA",(PIECES COMPTABLES),"JUILLET, 2008",199-222,23 PIECES,OUI,FINCOMPT,
04301,3268/SC,BCB: JUILLET 2008,"FACTURATION, BANQUE, BCB, OUAGA",(PIECES COMPTABLES),"JUILLET, 2008",223-231,8 PIECES,OUI,FINCOMPT,
04302,3269/SC,BCB: AOUT 2008,"FACTURATION, BANQUE, BCB, OUAGA",(PIECES COMPTABLES),"AOUT, 2008",232-255,23 PIECES,OUI,FINCOMPT,
04303,3271/SC,BCB: OCTOBRE 2008,"FACTURATION, BANQUE, BCB, OUAGA",(PIECES COMPTABLES),"OCTOBRE, 2008",285-298,13 PIECES,OUI,FINCOMPT,
04304,3272/SC,BCB: NOVEMBRE 2008,"FACTURATION, BANQUE, BCB, OUAGA",(PIECES COMPTABLES),"NOVEMBRE, 2008",299-316,17 PIECES,OUI,FINCOMPT,
04305,3273/SC,BCB: DECEMBRE 2008,"FACTURATION, BANQUE, BCB, OUAGA",(PIECES COMPTABLES),"DECEMBRE, 2008",317-357,41 PIECES,OUI,FINCOMPT,
04306,3274/SC,OBIB:JANVIER 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"JANVIER, 2008",001-020,20 PIECES,OUI,FINCOMPT,
04307,3275/SC,OBIB:JANVIER 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"JANVIER, 2008",021-033,12 PIECES,OUI,FINCOMPT,
04308,3276/SC,OBIB:FEVRIER 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"FEVRIER, 2008",034-046,12 PIECES,OUI,FINCOMPT,
04309,3277/SC,OBIB:FEVRIER 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"FEVRIER, 2008",034-061,14 PIECES,OUI,FINCOMPT,
04310,3278/SC,OBIB:MARS 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"MARS, 2008",062-064,3 PIECES,OUI,FINCOMPT,
04311,3279/SC,OBIB:MARS 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"MARS, 2008",065-092,28 PIECES,OUI,FINCOMPT,
04312,3280/SC,OBIB:MARS 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"MARS, 2008",093-118,26 PIECES,OUI,FINCOMPT,
04313,3281/SC,OBIB:AVRIL 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"AVRIL, 2008",119-131,23 PIECES,OUI,FINCOMPT,
04314,3282/SC,OBIB:AVRIL 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"AVRIL, 2008",132-144,12 PIECES,OUI,FINCOMPT,
04315,3283/SC,OBIB:AVRIL 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"AVRIL, 2008",145-155,10 PIECES,OUI,FINCOMPT,
04316,3284/SC,OBIB:AVRIL 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"AVRIL, 2008",156-175,20 PIECES,OUI,FINCOMPT,
04317,3285/SC,OBIB:AVRIL 2008,"FACTURATION, BANQUE, BIB, OUAGA",(PIECES COMPTABLES),"AVRIL, 2008",176-177,2 PIECES,OUI,FINCOMPT,
