ref,cote,titre,contenu,analyse_diplomatique,date
1136,0388/CJ,ACCORD D'HEBERGEMENT : SONABHY ET HOTEL LAICO LE 15 FEVRIER 2011,"HEBERGEMENT, SONABHY, HOTEL LAICO, ACCORD.",(CONTRAT),"15. FEVRIER, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1137,0389/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS : SONABHY ET OCTOGONE TRADING OIL DU 22 JANVIER 2009,"VENTE, PRODUIT PETROLIER, SONABHY, OCTOGONE TRADING OIL.",(CONTRAT),"22. JANVIER, 2009. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1138,0390/CJ,CONTRAT DE PRESTATION DE SERVICE EN RESTAURATION N°11/015 DU 14 MARS 2011 : SONABHY ET GEGA,"RESTAURATION, DEPOT DE BINGO, SONABHY, GEGA.",(CONTRAT),"14. MARS, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1139,0391/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT DU 03 JUILLET 2008 : SONABHY ET CAMARA MOUSSA,"SONABHY, TRANSPORT, PRODUIT PETROLIER, CAMARA MOUSSA.",(CONTRAT),2008. PASSAGE GED  : OUI. BASE GED;: DOCESSEN. SORT FINAL   : CONSERVATION DEFINITIVE.
1140,0392/CJ,"JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT ""N°11/017 DU 15 MARS 2011 ; AVENANT N°13/128 DU"" 07/11/2013 + CONTRAT N°15/0072 DU 23 FEVRIER 2015 + CONTRAT N°18/0096 DU 03 FEVRIER 2018 : SONABHY ET SANKARA SAIDOU","TRANSPORT, PRODUIT PETROLIER, SONABHY, SANKARA SAIDOU.","(CONTRAT, AVENANT)",2011. 2013. 2015. 2018. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1141,0393/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/0010 DU 11 MARS 2011 : SONABHY ET SN-SA.TEC,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SN-SA.TEC.",(CONTRAT),"11. MARS, 2011."
1142,0394/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT DU 12 NOVEMBRE 2002 : SONABHY ET SAWADOGO HAMADOUµ,"TRANSPORT, PRODUIT PETROLIER, SAWADOGO HAMADOU, SONABHY.",(CONTRAT),2002. PASSAGE GED  : OUI. BASE GED;: DOCESSEN. SORT FINAL   : CONSERVATION DEFINITIVE.
1143,0395/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS  DU 25 JUIN 2010 + CONTRAT N°15/0098 DU 11 MARS 2015: SONABHY ET TRAORE DEMBA,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TRAORE DEMBA.",(CONTRAT),2010. 2015. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1144,0396/CJ,PROTOCOLE D'ACCORD N° 11/025 DE PRODUITS PETROLIERS + PROTOCOLE D'ACCORD N°11/0070 DU 29 AOUT 2011 : SONABHY ET SAMPANA SA DU 28 MARS 2011,"TRANSPORT, PROTOCOLE D'ACCORD, PRODUIT PETROLIER, SONABHY, SAMPANA SA.",(CONTRAT),2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1145,0397/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/011 DU 11 MARS 2011: SONABHY ET OUEDRAOGO R. BOUKARY,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO R. BOUKARY.",(CONTRAT),"11. MARS, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1146,0398/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0164 DU 14 FEVRIER 2018 : SONABHY ET QUINCAILLERIE WENDPANGA ET FRERES,"TRANSPORT, PRODUIT PETROLIER, SONABHY, QUINCAILLERIE WENDPANGA ET FRERES.",(CONTRAT),2018. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1147,0399/CJ,AVENANT AU CONTRAT RELATIF AUX TRAVAUX COMPLEMENTAIRES DE L'EXTENSION DU CENTRE EMPLISSEUR ET MISE EN CONFORMITE DE LA DEFENSE CONTRE INCENDIE DU DEPOT DE BINGO : SONABHY ET FRIEDLANDER DU 08 AVRIL 2011,"AVENANT, TRAVAUX, CENTRE EMPLISSEUR, GAZ BUTANE, INCENDIE, DEPOT DE BINGO, SONABHY, FRIEDLANDER.",(CONTRAT),"08. AVRIL, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1148,0400/CJ,"JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS ""PETROLIERS ; CONTRAT N°18/0361 DU 13 MARS 2018 :"" SONABHY ET TAPSOBA COMMERCE ET TRANSPORT","TRANSPORT, PRODUIT PETROLIER, SONABHY, TAPSOBA COMMERCE ET TRANSPORT.",(CONTRAT),2018. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1149,0401/CJ,AVENANT D'INCORPORATION D'OBJETS ASSURES : SONABHY ET SONAR DU 15 OCTOBRE 2010,"ASSURANCE, DOMMAGE, VOL, BRAQUAGE, SONABHY, SONAR, AUTOMOBILE, MOTOCYCLETTE.",(CONTRAT),"15. OCTOBRE, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1150,0402/CJ,,"ASSURANCE, DOMMAGE, VOL, BRAQUAGE, SONABHY, SONAR, AUTOMOBILE, MOTOCYCLETTE.",(CONTRAT),"18. JANVIER, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1151,0403/CJ,AVENANT D'INCORPORATION D'OBJETS ASSURES : SONABHY ET SONAR DU 18 JANVIER 2011,"ASSURANCE, DOMMAGE, VOL, BRAQUAGE, SONABHY, SONAR, AUTOMOBILE, MOTOCYCLETTE.",(CONTRAT),"18. JANVIER, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1152,0404/CJ,AVENANT D'INCORPORATION D'OBJETS ASSURES : SONABHY ET SONAR DU 14 MARS 2011,"ASSURANCE, DOMMAGE, VOL, BRAQUAGE, SONABHY, SONAR, AUTOMOBILE, MOTOCYCLETTE.",(CONTRAT),"14. MARS, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1153,0405/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT DU 23 AVRIL 2008 : SONABHY ET ZONGO GAOUSSOU,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ZONGO GAOUSSOU.",(CONTRAT),2008. PASSAGE GED  : OUI. BASE GED;: DOCESSEN. SORT FINAL   : CONSERVATION DEFINITIVE.
1154,0406/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/20 DU 18 MARS 2011 + AVENANT N°12/155 DU 22 NOVEMBRE 2012 + CONTRAT N°15/0043 DU 13 FEVRIER 2015 : SONABHY ET SERVICE TRANSPORT DU BOULOUGOU,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SERVICE TRANSPORT DU BOULOUGOU.",(CONTRAT),2011-2012. 2015. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1155,0407/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/19 : SONABHY ET OUEDRAOGO ISSOUF DU 18 MARS 2011.,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO ISSOUF.",(CONTRAT),"18. MARS, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1156,0408/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE DU 19 AVRIL 2011 + RENOUVELLEMENT N°11/1312 DU 28 JUIN 2011 + CONTRAT N°12/1262 DU 14 JUIN 2012 + RENOUVELLEMENT N°14/0445 DU 04 FEVRIER 2014 : SONABHY ET KONATE ADAMA,"TRAVAIL, AGENT CONTRACTUEL, SONABHY, KONATE ADAMA.",(CONTRAT),2011. 2012. 2014. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1157,0409/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE : SONABHY ET SAWADOGO WENDKOUNI DAVID DU 19 AVRIL 2011.,"TRAVAIL, AGENT CONTRACTUEL, SONABHY, SAWADOGO WENDKOUNI DAVID.",(CONTRAT),"19. AVRIL, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1158,0410/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE : SONABHY ET ZOUNGRANA BOUKARI DU 19 AVRIL 2011.,"TRAVAIL, AGENT CONTRACTUEL, SONABHY, ZOUNGRANA BOUKARI.",(CONTRAT),"19. AVRIL, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1159,0411/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE : SONABHY ET BARRO SIBIRI DU 19 AVRIL 2011.,"TRAVAIL, AGENT CONTRACTUEL, SONABHY, BARRO SIBIRI.",(CONTRAT),"19. AVRIL, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1160,0412/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/21 + AVENANT N°14/0092 DU 26 JUIN 2014 + CONTRAT N°15/0033 DU 13 FEVRIER 2015 : SONABHY ET ETABLISSEMENT WEND SOMGDO,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ETABLISSEMENT WEND SOMGDO.",(CONTRAT),2011. 2014. 2015. OBSERVATIONS : 3 PIECES. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1161,0413/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/22 DU 18 MARS 2011 : SONABHY ET EKO FILS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, EKO FILS.",(CONTRAT),"18. MARS, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1162,0414/CJ,AVENANT AU CONTRAT DE FOURNITURE DES SERVICES : SONABHY ET IBICORP LTD DU 03 MAI 2011,"AVENANT, BOURSE, PLATT'S, INFORMATION, SONABHY, IBICORP LTD, PRODUIT PETROLIER.",(CONTRAT),"03. MAI, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1163,0415/CJ,CONTRAT DE PASSAGE DE PRODUITS PETROLIERS N°11/033 DU 27 AVRIL 2011 : SONABHY ET CPCI GUINEE,"PASSAGE, SONABHY, CPCI GUINEE, PRODUIT PETROLIER.",(CONTRAT),"27. AVRIL, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1164,0416/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/030 DU 22 AVRIL 2011 + AVENANT N°12/0038 DU 17 AVRIL 2012 + CONTRAT N°15/0139 DU 13 MARS 2015 : SONABHY ET OUEDRAOGO AMADE BANGRIN (EOAB),"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO AMADE BANGRIN, EOAB.","(CONTRAT, AVENANT)",2011-2012. 2015. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1165,0417/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/24 DU 18 MARS 2011 + AVENANT N°14/0104 DU 16 JUILLET 2014 + AVENANT N°14/0161 DU 22 OCTOBRE 2014 : SONABHY ET TAMBOURA MARIAM,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TAMBOURA MARIAM.",(CONTRAT),"MARS-JUILLET, 2011-2014. OBSERVATIONS : 2 PIECES. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1166,0426/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/042 DU 18 MAI 2011 + CONTRAT N°15/385 DU 18 NOVEMBRE 2015 + AVENANT N°16/0270 DU 14 JUILLET 2016 + CONTRAT N°18/0069 DU 03 FEVRIER 2018 : SONABHY ET ZAMPOU MAHAMED (GENERAL MECANIQUE TRANSPORT),"TRANSPORT, PRODUIT PETROLIER, SONABHY, ZAMPOU MAHAMED, GENERAL MECANIQUE TRANSPORT.","(CONTRAT, AVENANT)",2011. 2015. 2016. 2018. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1167,0419/CJ,AVENANT N°1 AU CONTRAT A TERME : AMENDEMENT N°2 : SONABHY ET TRAFIGURA DU 06 MAI 2011,"VENTE, PRODUIT PETROLIER, AVENANT, SONABHY, TRAFIGURA, AMENDEMENT.",(CONTRAT),"06. MAI, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1168,0420/CJ,CONTRAT A TERME DU 30 DECEMBRE 2010 : AMENDEMENT N°2 : SONABHY ET TRAFIGURA DU 06 MAI 2011,"VENTE, PRODUIT PETROLIER, AMENDEMENT, SONABHY, TRAFIGURA.",(CONTRAT),"06. MAI, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1169,0421/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS N°11/027 DU 08 AVRIL 2011 : SONABHY ET TRAFIGURA,"VENTE, PRODUIT PETROLIER, SONABHY, TRAFIGURA.",(CONTRAT),"08. AVRIL, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1170,0422/CJ,CONTRAT D'ENTRETIEN N°2009 DU 15 MARS 2011 + CONTRAT D'ENTRETIEN N°2006-0002 DU 28 JUIN 2006 : SONABHY ET ONATEL,"ENTRETIEN, SONABHY, ONATEL, AUTOCOMMUTATEUR.",(CONTRAT),2006. 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1171,0423/CJ,CONVENTION DE CESSION ET CERTIFICAT DE RECEPTION : SONABHY ET MINISTERE DE L'ECONOMIE ET DES FINANCES DU 28 AVRIL 2011,"CESSION, CERTIFICAT DE RECEPTION, CONVENTION, SONABHY, MINISTERE DE L'ECONOMIE ET DES FINANCES.",(CONTRAT),"28. AVRIL, 2011."
1172,0424/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/035 DU 18 MAI 2011 + AVENANT N°12/0047 DU 23 AVRIL 2012 AU CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 18 MAI 2011 : SONABHY ET SOTRA-PE.,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOTRA-PE.","(CONTRAT, AVENANT)",2011. 2012. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1173,0425/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/041 DU 18 MAI 2011 + AVENANT N°11/087 DU 20 DECEMBRE 2011 + CONTRAT N°15/0028 DU 13 FEVRIER 2015 + CONTRAT N°18/0147 DU 12 FEVRIER 2018 : SONABHY ET KOROGO SEYDOU (SOTRAKOS),"TRANSPORT, PRODUIT PETROLIER, SONABHY, KOROGO SEYDOU, SOTRAKOS.",(CONTRAT),2011. 2015. 2018. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1174,0426/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/042 DU 18 MAI 2011 + CONTRAT N°15/385 DU 18 NOVEMBRE 2015 + AVENANT N°16/0270 DU 14 JUILLET 2016 : SONABHY ET ZAMPOU MAHAMED (GENERAL MECANIQUE TRANSPORT),"TRANSPORT, PRODUIT PETROLIER, SONABHY, ZAMPOU MAHAMED, GENERAL MECANIQUE TRANSPORT.","(CONTRAT, AVENANT)",2011. 2015. 2016. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1175,0427/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/043 DU 18 MAI 2011 : SONABHY ET KOTENKY SERVICES,"TRANSPORT, PRODUIT PETROLIER, SONABHY, KOTENKY SERVICES.",(CONTRAT),"18. MAI, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1176,0428/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/044  DU 18 MAI 2011 + AVENANT AU CONTRAT DE TRANSPORT N°12/011 DU 20 FEVRIER 2012 + CONTRAT N°15/0064 DU 20 FEVRIER 2015 : SONABHY ET BONI ANDRE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BONI ANDRE.","(CONTRAT, AVENANT)",2011-2012. 2015. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1177,0429/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/046 DU 18 MAI 2011 + CONTRAT N°15/0122 DU 13 MARS 2015 + AVENANT N°17/223 DU 17 MAI 2017 + CONTRAT N°18/0463 DU 25 AVRIL 2018 : SONABHY ET BELLA IDRISSA (ETRACOB-INTER),"TRANSPORT, PRODUIT PETROLIER, SONABHY, BELLA IDRISSA, ETRACOB-INTER.","(CONTRAT, AVENANT)",2011. 2015. 2017. 2018. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1178,0430/CJ,ACTE JURIDIQUE ENTRE SONABHY ET TRIGON PAR FRANCK AUCKENTHALER,"SONABHY, TRIGON, ACTE JURIDIQUE, AUCKENTHALER FRANCK, CONTRAT.","(CORRESPONDANCE, MEMOIRE EN DEFENSE)",2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1179,0431/CJ,ACTE JURIDIQUE ENTRE SONABHY ET SOCIETE DE GAZ DES PETROLES LIQUEFIES PAR ME ZONGON INOUSSA,"SONABHY, GPL SERVICES, ZONGO INOUSSA ME, TOTAL BURKINA, DROIT.","(MEMORANDUM, CORRESPONDANCE)",2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1180,0432/CJ,AVENANT N°001/2010 AU CONTRAT A TERME DU 30 DECEMBRE 2010 : SONABHY ET TRAFIGURA DU 06 MAI 2011,"AVENANT, VENTE, PRODUIT PETROLIER, SONABHY, TRAFIGURA.",(CONTRAT),"06. MAI, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1181,0433/CJ,CONTRAT DE BAIL POUR LOCATION DE BATIMENT A USAGE DE BUREAUX  DU 18 MAI 2011 + MARCHE N°24/2011 DU 22 AVRIL 2011 POUR FOURNITURE DE TICKETS DE CARBURANT + CONTRAT DE VENTE N°14/0199 DU 26 DECEMBRE 2014 : SONABHY ET OILIBYA,"BAIL, LOCAL, GOUNGHIN, ZONE INDUSTRIELLE, MARCHE, CARBURANT, TICKET DE CARBURANT, VENTE, PRODUIT PETROLIER, SONABHY, OILIBYA.",(CONTRAT),2011. 2014. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1182,0434/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/040 DU 18 MAI 2011 + CONTRAT N°15/0136 DU 13/03/2015 : SONABHY ET SAVADOGO LAMINE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SAVADOGO LAMINE.",(CONTRAT),2011. 2015. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1183,0435/CJ,AVENANT N°11/050 AU CONTRAT DE TRANSPORT ENTRE SONABHY ET EGF DU 18 MAI 2011,"AVENANT, TRANSPORT, PRODUIT PETROLIER, SONABHY, EGF.",(CONTRAT),"18. MAI, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1184,0436/CJ,,"TRAVAIL, SECRETARIAT DE DIRECTION, SONABHY, KAFANDO SABINE SOMBEWENDE MARTINE.",(CONTRAT),2012. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1185,0437/CJ,SOUMISSION D'ENTREPOT FICTIF 2011 : ENTREPOT FICTIF DANS LA LOCALITE DE BINGO,"SOUMISSION, CAUTION, ENTREPOT FICTIF, DEPOT DE BINGO.",(CONTRAT),2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1186,0438/CJ,SOUMISSION CAUTIONNEE POUR CREDIT D'ENLEVEMENT EN DOUANE N°35 : SONABHY ET BUREAU DE DOUANE DE BINGO DU 20 DECEMBRE 2010,"SOUMISSION, CAUTION, ENLEVEMENT, PRODUIT PETROLIER, SONABHY, BUREAU DE DOUANE DE BINGO.",(CONTRAT),"20. DECEMBRE, 2010. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1187,0439/CJ,CONTRAT D'ACHAT DE PRODUITS PETROLIERS N°11/053 DU 31 MAI 2011 : SONABHY ET TRAFIGURA,"ACHAT, PRODUIT PETROLIER, SONABHY, TRAFIGURA.",(CONTRAT),"31. MAI, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
2011,0440/CJ,MARCHE N°01/2011 SUR LES FRAIS DE FORMATION : SONABHY ET ERGONOMIE SERVICE AFRIQUE DU 28 JANVIER,"MARCHE, FORMATION, SONABHY, ERGONOMIE SERVICE AFRIQUE.",(CONTRAT), PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1189,0441/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 04 OCTOBRE 2010 + CONTRAT N°15/0239 DU 13/05/2015 : SONABHY ET SAID TRANSPORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SAID TRANSPORT.",(CONTRAT),2010. 2015. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1190,0442/CJ,CONTRAT DE TRANSPORT DES PRODUITS PETROLIERS N°11/031 DU 22 AVRIL 2011 : SONABHY ET GUINGUERE HIPPOLYTE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GUINGUERE HIPPOLYTE.",(CONTRAT),"22. AVRIL, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1191,0443/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°16/0395 DU 26 SEPTEMBRE 2016 + AVENANT N°17/0257 DU 13 JUIN 2017 + CONTRAT N°18/0089 DU 03 FEVRIER 2018: SONABHY ET DICKO ABOUBACAR (ENTREPRISE WAQUIA),"TRANSPORT, PRODUIT PETROLIER, SONABHY, DICKO ABOUBACAR, ENTREPRISE WAQUIA.",(CONTRAT),2016. 2017. 2018. PASSAGE GED  : OUI. BASE GED;: DOCESSEN.
1192,0444/CJ,CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS N°11/87 DU 27 JUIN 2011 : SONABHY ET PETROLEUM SA,"APPROVISIONNEMENT, PRODUIT PETROLIER, SONABHY, PETROLEUM SA.",(CONTRAT),"27. JUIN, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1193,0445/CJ,"MARCHE N°02/2011 POUR ACQUISITION DES CHAISES, FAUTEUILS ET BUREAU DU 28 JANVIER 2011 : SONABHY ET ETS DERRA ET FORMATION","MARCHE, CHAISE, FAUTEUIL, BUREAU, SONABHY, ETS DERRA ET FORMATION.",(CONTRAT),"28. JANVIER, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1194,0446/CJ,"MARCHE N°03/2011 POUR FOURNITURE DE GANTS, BOUCHONS D'OREILLE, MASQUES, CASQUES, FILTRES ET LUNETTES DU 28 JANVIER 2011 : SONABHY ET ADAM'S","MARCHE, GANT, BOUCHON D'OREILLE, MASQUE, CASQUE, FILTRE, LUNETTE, SONABHY, ADAM'S.",(CONTRAT),"28. JANVIER, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1195,0447/CJ,MARCHE N°04/2011 DU 28 JANVIER 2011 POUR LA FOURNITURE DE CHAUSSURES DE SECURITE : SONABHY ET ADAM'S,"MARCHE, CHAUSSURE DE SECURITE, SONABHY, ADAM'S.",(CONTRAT),"28. JANVIER , 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1196,0448/CJ,MARCHE N°05/2011 DU 11 FEVRIER 2011 POUR LA CONCEPTION ET L'IMPRESSION DE CARTES DE VOEUX ET CARTES DE REMERCIEMENTS : SONABHY ET CHORISTRI,"MARCHE, CARTE DE VOEUX, REMERCIEMENT, SONABHY, CHORISTRI.",(CONTRAT),"11. FEVRIER, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1197,0449/CJ,MARCHE N°06/2011 DU 15 FEVRIER 2011 POUR L'ABONNEMENT ANNUEL AUX EDITIONS SIDWAYA : SONABHY ET SIDWAYA,"MARCHE, ABONNEMENT, SONABHY, SIDWAYA.",(CONTRAT),"15. FEVRIER, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1198,0450/CJ,MARCHE N°08/2011 DU 24 FEVRIER 2011 POUR L'ABONNEMENT AUX EDITIONS OBSERVATEUR PAALGA : SONABHY ET OBSERVATEUR PAALGA,"MARCHE, ABONNEMENT, OBSERVATEUR PAALGA, SONABHY.",(CONTRAT),"24. FEVRIER, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1199,0452/CJ,MARCHE N°10/2011 DU 28 FEVRIER 2011 POUR LA RESTAURATION DE LA PRESENTATION DES VOEUX : SONABHY ET JOLY HOTEL,"MARCHE, RESTAURATION, SONABHY, JOLY HOTEL, PRESENTATION DE VOEUX.",(CONTRAT),"28. FEVRIER, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1200,0453/CJ,MARCHE N°11/2011 DU 28 FEVRIER 2011 POUR LE RENOUVELLEMENT DU CONTRAT MICROSOFT OVS : SONABHY ET SOFTNET BURKINA,"MARCHE, MICROSOFT OVS, SONABHY, SOFTNET BURKINA.",(CONTRAT),"28. FEVRIER, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1201,0454/CJ,MARCHE N°12/2011 DU 18 MARS 2011 POUR LA CONFECTION DE TEE-SHIRTS : SONABHY ET EMK SERVICES,"MARCHE, TEE-SHIRT, SONABHY, EMK SERVICES.",(CONTRAT),"18. MARS, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1202,0455/CJ,MARCHE N°13/2011 DU 10 MARS 2011 : POUR LA FORMATION DES AGENTS : SONABHY ET CETAAC AFRIQUE,"MARCHE, FORMATION, SONABHY, CETAAC AFRIQUE, MARCHE PUBLIC.",(CONTRAT),"10. MARS, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1203,0456/CJ,MARCHE N°14/2011 DU 17 MARS 2011 POUR LA REPARATION DE HYSTER H5.00 XM ET MANITOU MI 405 : SONABHY ET CECOMA,"MARCHE, HYSTER H5.00 XM, MANITOU MI 405, SONABHY, CECOMA.",(CONTRAT),"17. MARS, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1204,0457/CJ,MARCHE N°15/2011 DU 25 MARS 2011 POUR LA CONFECTION DE CALENDRIERS 2012 : SONABHY ET BAOBAB,"MARCHE, CALENDRIER, SONABHY, BAOBAB.",(CONTRAT),"25. MARS , 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1205,0458/CJ,MARCHE N°19/2011 DU 29 MARS 2011 POUR LA FOURNITURE ET L'INSTALLATION DE SERVEURS : SONABHY ET DATASYS,"MARCHE, SERVEUR, SONABHY, DATASYS.",(CONTRAT),"29. MARS, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
1206,0459/CJ,MARCHE N°21/2011 DU 06 MAI 2011 POUR LA LOCATION DE CHARIOT ELEVATEUR : SONABHY ET SODIGAZ-APC,"MARCHE, CHARIOT ELEVATEUR, LOCATION, SONABHY, STD SODIGAZ APC.",(CONTRAT),"06. MAI, 2011. PASSAGE GED  : OUI. BASE GED;: DOCESSEN."
