ID,Code,TITRE/DOSSIER,CONTENU,N° PIECES,DATE,OBSERVATIONS,SORT FINAL,ANA. DIPLOM.,PASSAGE GED,BASE GED
08001,2572/GRM,ACHAT DE BIENS ET SERVICES : MARCHE N°35/2012 POUR MAINTENANCE DES AUTRES SERVEURS PC ET IMPRIMANTES PAR DATASYS,"MARCHE, MAINTENANCE, SERVEURS, PC, DATASYS",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, ORDRE DE COMMANDE, PROCES-VERBAL, RAPPORT D'INTERVENTION )",OUI,DOCULOG
08002,2573/GRM,"ACHAT DE BIENS ET SERVICES : MARCHE N°34/2012 POUR LA FOURNITURE DE MAILLET SANS REBOND, D'EMBOUT POUR MAILLET ET DE SEAUX DE 15KG DE PATE ARMA","MARCHE, MAILLET SANS REBOND, PATE ARMA, DIACFA ACCESOIRES",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, FACTURES )",OUI,DOCULOG
08003,2574/GRM,ACHAT DE BIENS ET SERVICES : MARCHE N°37/2012 POUR LA MAINTENANCE PREVENTIVE DU FORAGE AU PROFIT DE LA SONABHY BOBO PAR PUITS MODENE BURKINABE,"MARCHE, MAINTENANCE, FORAGE, PUITS MODERNE BURKINABE",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, PROCES-VERBAL, DEVIS, FACTURES)",OUI,DOCULOG
08004,2575/GRM,ACHAT DE BIENS ET SERVICES : MARCHE N°39/2012 POUR FOURNITURE DE DETERGENT PAR ALPHA EQUIPEMENT BURKINA,"MARCHE, DETERGENT, ALPHA EQUIPEMENT BURKINA",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, FACTURES, PROJER DE FAX )",OUI,DOCULOG
08005,2576/GRM,ACHAT DE BIENS ET SERVICES : MARCHE N°40/2012 POUR LA FOURNITURE D'UN TRANSFORMATEUR MONOPHASE 2500VA 115-230 V REF 42518 LEGRAND ET D'UN DIJONCTEUR OT40 AVEC VIGI DT4 D16 FEF/21376MG PAR BELKOM INDUSTRIE,"MARCHE, TRANSFORMATEUR MONOPHASE, 2500VA 115-230 V REF 42518 LEGRAND, DIJONCTEUR DT40 AVEC VIGI DT4 D16 REF/21376MG, BELKOM INDUSTRIE",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, FACTURES, LETTRE )",OUI,DOCULOG
08006,2577/GRM,ACHAT DE BIENS ET SERVICES : MARCHE N°42/2012 POUR LA FOURNITURE DE MICRO PROCESSEUR D'UN DELCOS 1000 POUR COMPRESSEUR D'AIR L15-22 COMPAIR PAR BARNIM BURKINA SARL,"MARCHE, MICRO PROCESSEUR D'UN DELCO 1000 POUR COMPRESSEUR D'AIR L15 22 COMPAIR, BARNIM BURKINA SARL",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, DEVIS, FACTURES )",OUI,DOCULOG
08007,2578/GRM,ACHAT DE BIENS ET SERVICES : MARCHE N°43/2012 POUR LA FOURNITURE DE PNEUS PLEINS GOMME POUR CHARIOT ELEVATEUR PAR COMPTOIR DE PNEU,"MARCHE, PNEUS PLEINS GOMME, CHARIOT ELEVATEUR, COMPTOIR DU PNEU",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, FACTURES, LETTRE )",OUI,DOCULOG
08008,2579/GRM,ACHAT DE BIENS ET SERVICES : MARCHE N°44/2012 POUR LA FOURNITURE DE 16 FONTAINES D'EAU PAR MERVEILLES SARL,"MARCHE, FONTAINES D'EAU, MERVEILLE SARL",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, FACTURES, LETTRES, PROJET FAX )",OUI,DOCULOG
08009,2580/GRM,"ACHAT DE BIENS ET SERVICES : MARCHE N°45/2012 POUR LA FOURNITURE, LA POSE ET LE CALIBRAGE D'UN INDICATEUR ELECTRONIQUE DE PESAGE PAR STEA FASO","MARCHE, CALIBRAGE, INDICATEUR ELECTRONIQUE, STEA FASO",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, LETTRE, DEVIS )",OUI,DOCULOG
08010,2581/GRM,ACHAT DE BIENS ET SERVICES : MARCHE N°47/2012 POUR LA FOURNITURE DE VACCINS AU PROFIT DE LA SONABHY BOBO POUR L'ANNEE 2012 PAR PHARMACIE DE L'AEROPORT,"MARCHE, VACCINS, SONABHY BOBO, PHARMACIE DE L'AEROPORT",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, FACTURES )",OUI,DOCULOG
08011,2582/GRM,ACHAT DE BIENS ET SERVICES : MARCHE N°49/2012 POUR L'ACQUISITION DE PRODUIT D'ENTRETIEN PAR EL MUNDO BEST BUY,"MARCHE, PRODUITS D'ENTRETIEN, EL MUNDO BUY",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, FACTURES, LISTE DE PRODUIT)",OUI,DOCULOG
08012,2583/GRM,ACHAT DE BIENS ET SERVICES : MARCHE N°50/2012 POUR LA MAINTENANCE DU LOGICIEL D'ARCHIVAGE NUMERIQUE DOCUBASE ET L'ACQUISITION DE LICENCE POSTE DE NUMERISATION PAR GEDOC-CI,"MARCHE, MAINTENANCE, LOGICIEL D'ARCHIVAGE NUMERIQUE, LICENCE POSTE DE NUMERISATION, GEDOC-CI",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, FACTURES, PROCES-VERBAL, LETTRE, LISTE DE PRESENCE )",OUI,DOCULOG
08013,2584/GRM,ACHAT DE BIENS ET SERVICES : MARCHE N°82/2012 POUR LA FOURNITURE D'UNE ARMOIRE REFRIGERATION PAR MERVEILLES SARL,"MARCHE, ARMOIRE REFRIGERATION, MERVEILLES SARL",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, FACTURES, PROJET DE FAX )",OUI,DOCULOG
08014,2585/GRM,ACHAT DE BIENS ET SERVICES : MARCHE N°83/2012 POUR LA FOURNITURE D'OUTILLAGE DU DEPOT DE LA SONABHY A BOBO DIOULASSO PAR DIACFA ACCESOIRES,"MARCHE, OUTILLAGE, SONABHY BOBO, DIACFA DIVISION ACCESOIRE",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, FACTURES, FICHE DE COMPTE FISCALE )",OUI,DOCULOG
08015,2586/GRM,ACHAT DE BIENS ET SERVICES : MARCHE N°84/2012 POUR LA FOURNITURE D'OUTILLAGE AU PROFIT DU DEPOT DE LA SONABHY A BINGO PAR DIACFA DIVISION ACCESSOIRES,"MARCHE, OUTILLAGE, SONABHY BINGO, DICFA DIVISION ACCESSOIRES",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, FACTURES, DEVIS)",OUI,DOCULOG
08016,2587/GRM,ACHAT DE BIENS ET SERVICES : MARCHE N°87/2012 POUR LA CONFECTION DES TENUES DE TRAVAIL POUR LES AGENTS DU DEPOT DE LA SONABHY DE BOBO-DIOULASSO PAR HAUTE COUTURE VOKOUMA PAUL,"MARCHE, CONFECTION, AGENTS, SONABHY BOBO, HAUTE COUTURE VOKOUMA PAUL",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, FACTURES, LETTRE )",OUI,DOCULOG
08017,2588/GRM,ACHAT DE BIENS ET SERVICES : MARCHE N°88/2012 POUR TRAVAUX DE REFECTION DE LA DALLE DU BATIMENT DU SERVICE ARCHIVES PAR E.B.G.F,"MARCHE, REFECTION, BATIMENT DU SERVICE ARCHIVES, E.B.G.F",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, FACTURES )",OUI,DOCULOG
08018,2589/GRM,ACHAT DES BIENS ET SERVICES : APPEL D'OFFRES N°2013-010/MICA/SONABHY POUR LA CONSTRUCTION D'UN DEPOT GPL A PENI,"APPEL D'OFFRE, DEPOT DE PENI, GPL, GAZ BUTANE",,2013-2014,,CONSERVATION DEFINITIVE,"(OFFRE TECHNIQUE, OFFRE FINANCIERE)",OUI,DOCULOG
08019,2590/GRM,ACHAT DES BIENS ET SERVICES : APPEL D'OFFRES N°2014-002/SONABHY POUR LA CONSTRUCTION D'UN CENTRE EMPLISSEUR DE BOUTEILLE DE GAZ AU DEPOT DE BINGO,"FRIEDLANDER, CENTRE EMPLISSEUR, BOUTEILLE DE GAZ, DEPOT DE BINGO, GAZ BUTANE",,2014,,CONSERVATION DEFINITIVE,"(OFFRE TECHNIQUE, OFFRE FINANCIERE)",OUI,DOCULOG
08020,2591/GRM,ACHAT DES BIENS ET SERVICES : APPEL D'OFFRES N°2016-01/MICA/SONABHY POUR FOURNITURE ET POSE DE SIX BARRIERES ELECTRIQUES,"ATA-B, APPEL D'OFFRE, BARRIERE ELECTRIQUE, DEPOT DE BOBO",,2016,,CONSERVATION DEFINITIVE,"(OFFRE TECNIQUE, OFFRE FINANCIERE)",OUI,DOCULOG
08021,2592/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE PRIX N°2018-003/MICA/SONABHY POUR L'ACQUISITION ET L'INSTALLATION D'UN SYSTEME DE STABILISATION DU RESEAU ELECTRIQUE A BINGO,"GESMA INTERNATIONAL, DEMANDE DE PRIX, STABILISATION, RESEAU ELECTRIQUE, DEPOT DE BINGO",,2018,,CONSERVATION DEFINITIVE,"(OFFRE TECHNIQUE, OFFRE FINANCIERE)",OUI,DOCULOG
08022,2593/GRM,ACHAT DES BIENS ET SERVICES : APPEL D'OFFRES N°2016-27/MICA/SONABHY POUR ENTRETIENT ET NETTOYAGE DE LA SONABHY A BINGO,"EKANOF, ENTRETIENT, APPEL D'OFFRE, NETTOYAGE, LOCAL, COUR, DEPOT DE BINGO",,2016,,,"(OFFRE TECHNIQUE, 26-08-2021OFFRE FINANCIERE)",OUI,10 ANS
08023,2594/GRM,ACHAT DES BIENS ET SERVICES : APPEL D'OFFRES N°2016-009/MICA/SONABHY POUR L'ACQUISITION DE TROIS PHOTOCOPIEURS POUR LA SONABHY,"LUXOR, APPEL D'OFFRE, PHOTOCOPIEUR, SONABHY",,2016,,CONSERVATION DEFINITVIVE,"(OFFRE TECHNIQUE, OFFRE FINANCIERE)",OUI,DOCULOG
08024,2595/GRM,ACHAT DES BIENS ET SERVICES : APPEL D'OFFRE N° 2016-005/MICA/SONABHY POUR LA CONFECTION ET LA FOURNITURE DE TENUES DE TRAVAIL AU PROFIT DE LA SONABHY A BOBO,"SOTIGEB, APPEL D'OFFRE, TENUE DE TRAVAIL, BOBO",,2016,,CONSERVATION DEFINITIVE,"(OFFRE TECHNIQUE, OFFRE FINANCIERE)",OUI,DOCULOG
08025,2596/GRM,ACHAT DES BIENS ET SERVICES : APPEL D'OFFRES N°2016-029/MICA/SONABHY POUR LA MODIFICATION ET LA MISE EN PLACE DE COLLECTEURS AU DEPOT DE LA SONABHY A BINGO,"EERI-BF, APPEL D'OFFRE, COLLECTEUR, DEPOT DE BINGO",,2016,,CONSERVATION DEFINITIVE,"(OFFRE TECHNIQUE, OFFRE FINANCIERE)",OUI,DOCULOG
08026,2597/GRM,ACHAT DES BIENS ET SERVICES : APPEL D'OFFRES N°2016-017/MICA/SONABHY POUR L'INSTALLATION D'UNE POMPE D'EMPLISSAGE DE RECUPERATION AU DEPOT DE LA SONABHY A BOBO,"EERI-BF, POMPE D'EMPLISSAGE, DEPOT DE BOBO, APPEL D'OFFRE",,2016,,CONSERVATION DEFINITIVE,"(OFFRE TECHNIQUE, OFFRE FINANCIERE)",OUI,DOCULOG
08027,2598/GRM,ACHAT DES BIENS ET SERVICES : APPEL D'OFFRES N°2018-002/MICA/SONABHY POUR L'ACQUISITION ET L'INSTALLATION DE COMPRESSEUR ET SECHEUR D'AIR AU DEPOT DE BINGO,"COBUTAM, APPEL D'OFFRE, COMPRESSEUR, SECHEUR D'AIR, DEPOT DE BINGO",,2018,,CONSERVATION DEFINITIVE,"(OFFRE TECHNIQUE, OFFRE FINANCIERE)",OUI,DOCULOG
08028,2599/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°17000977/MD-N°1800052/MD, JANVIER 2018","ACHAT, BIEN ET SERVICE, COMMANDE, PRESTATION DE SERVICE",,2018,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08029,2600/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMADE) N°17001026/MO-N°18000191/MO, FEVRIER 2018","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2018,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08030,2601/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°18000179/MO-18000320/MO, MARS 2018","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2018,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08031,2602/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°18000153/MO-18000422/MO, AVRIL 2018","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2018,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FACTURE, FICHE)",OUI,DOCULOG
08032,2603/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°18000410/MO-18000547/MO, MAI 2018","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2018,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08033,2604/GRM,ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°18000562/MO-18000659/MO,"ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2018,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08034,2605/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°18000669/MO-18000747/MO, JUILLET 2018","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2018,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08035,2606/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE(BON DE COMMANDE) N°18001102/MO-18001097/MO, AOUT 2018","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2018,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08036,2607/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°18000891/MO-18000931/MO,SEPTEMBRE 2018","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2018,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08037,2608/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°18000893/MO-18000969/MD, OCTOBRE 2018","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2018,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08038,2609/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°18000915/MO-18001092/MD, NOVEMBRE 2018","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2018,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FACTURE, FICHE)",OUI,DOCULOG
08039,2610/GRM,"ACHAT DES BIENS ET SERVICES : CONTRAT JDE (BON DE COMMANDE) N°19000215/MO-N°19000345/MO, JANVIER 2019","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2019,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FACTURE, FICHE)",OUI,DOCULOG
08040,2611/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°19000085/MD-N°19000219/MO, FEVRIER 2019","ACHAT, BIEN ET SERVICE, COMMANDE, PRESTATION DE SERVICE",,2019,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08041,2612/GRM,"ACHATS DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°19000066/MO-N°19000326/MO, MARS 2019","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2019,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08042,2613/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°19000352/MO-19000419/MO, AVRIL 2019","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,DOSSIER,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08043,2614/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°19000327/MO-N°19000627/MO,AVRIL 2019","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2019,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08044,2615/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°19000425/BC-N°19000494/MO, JUIN 2019","ACHA, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2019,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08045,2616/GRM,"ACHA DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°19000618/MO-N°19000719/MO,JUILLET 2019","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2019,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08046,2617/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°19000709/MO-N°19000798/BC, AOUT 2019","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2019,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08047,2618/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°19000845/MO-N°19000910/MO, SEPTEMBRE 2019","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2019,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08048,2619/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°19000920/MO-N°19000985/MO, OCTOBRE 2019","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2019,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08049,2620/GRM,"ACHAT DES BIENS ET SERVICES : CONTRATS JDE (BON DE COMMANDE) N°19001160/MO-N°19001264/BC, DECEMBRE 2019","ACHAT, BIEN ET SERVICE, PRESTATION DE SERVICE, COMMANDE",,2019,,CONSERVATION DEFINITIVE,"(CONTRAT JDE, BON DE COMMANDE, FICHE, FACTURE)",OUI,DOCULOG
08050,2621/GRM,ACHAT DES BINS ET SERVICE : DEMANDE DE RECEPTION DEFINITIVE DU MARCH N°39/2010/MCPEA/SONABHY,"MEGATECH, MINI BUS, SONABHY, MARCHE, RECEPTION",,2010,,CONSERVATION DEFINITIVE,"(CONTRAT, LETTRE ARRIVEE, PROCES VERBAL )",OUI,DOCULOG
08051,2622/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION PROVISOIRE DU MARCHE N°62/2011/MICA/SONABHY,"HERA-SIRA, REFECTION D'INFRASTRUCTURE, DEPOT DE BINGO, INFRASTRUCTURE, RECEPTION, MARCHE",,2011,,CONSERVATION DEFINITIVE,"(CONTRAT, DEVIS, LETTRE ARRIVEE, NOTE TECHNIQUE)",OUI,DOCULOG
08052,2623/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION POVISOIRE DU MARCHE N°57-2011/MICA/SONABHY,"HERA-SIRA, REFECTION D'INFRASTRUCTURE, SONABHY, INFRASTRUCTURE, MARCHE, RECEPTION",,2011,,CONSERVATION DEFINITIVE,"(CONTRAT, PROCES VERBAL, DEVIS)",OUI,DOCULOG
08053,2624/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION DEFINITIVE DU MARCHE N°21-2012/MICA/SONABHY,"EERI-BF, PIECE DE RECHANGE, MOTOPOMPE, SONABHY, MARCHE, RECEPTION",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, PROCES VERBAL, LETTRE ARRIVEE)",OUI,DOCULOG
08054,2625/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION DEFINITIVE DU MARCHE N°01-2011/MICA/SONABHY ET MARCHE N°01-2012/MICA SONABHY,"CECOMA, MOTEUR, PEKINS, CHARIOT ELEVATEUR, HYSTER, SONABHY, MARCHE, RECEPTION",,2011-2012,,CONSERVATION DEFINITIVE,"(PROCES VERBAL, LETTRE ARIVEE)",OUI,DOCULOG
08055,2626/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION DEFINITIVE DU MARCHE N°04-2012/MICA/SONABHY,"ECO, ORDINATEUR, POSTE DE TRAVAIL, VIDEO PROJECTEUR, SCANNER, IMPRIMANTE, SONABHY, MARCHE, RECEPTION",,2012,,CONSERVATION DEFINITIVE,"(PROCES VERBAL, LETTRE ARRIVEE)",OUI,DOCULOG
08056,2627/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE COTATION DU MARCHE N°45-2012/MICA/SONABHY,"STEA-FASO, CALIBRAGE, INDICATEUR ELECTRONIQUE, PESAGE, SONABHY, DEPOT DE BINGO, MARCHE, RECEPTION",,2012,,CONSERVATION DEFINITIVE,"(DEVIS, PROCES VERBAL, ATTESTATION DE VISITE DE SITE, CONTRAT)",OUI,DOCULOG
08057,2628/GRM,ACHAT DES BIENS ET SERVICES : TRANSMISSION DE DOCUMENT DU MARCHE N°95-2012/MICA/SONABHY,"SEAB, CHARIOT ELEVATEUR, DEPOT DE BINGO, MARCHE, RECEPTION",,2012,,CONSERVATION DEFINITIVE,"(CONTRAT, BORDEREAU DE LIVRAISON, FACTURE, CAUTION DE RETENUE DE GARNTIE)",OUI,DOCULOG
08058,2629/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION PROVISOIRE DU MARCHE N°49-2013/MICA/SONABHY,"PPI, GROUPE ELECTROGENE, DEPOT DE BINGO, MARCHE, RCEPTION",,2013,,CONSERVATION DEFINITIVE,"(CONTRAT, PROCES VERBAL, LETTRE ARRIVEE)",OUI,DOCULOG
08059,2630/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION DEFINITIVE DU MARCHE N°58-2013/MICA/SONABHY,"HERA-SIRA, CONSTRUCTION, REFECTION D'INFRASTRUCTURE, SONABHY, INFRASTRUCTURE, MARCHE, RECEPTION, CONTRAT",,2013,,CONSERVATION DEFINITIVE,"(PROCES VERBAL, DEVIS)",OUI,DOCULOG
08060,2631/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION DU MARCHE N°102-2013/MICA/SONABHY,"SYSTEME INFORMATIQUE, MEMOIR RAM, SERVEUR HP, SON, MEMOIR RAM, SERVEUR HP, SONABHY, MARCHE, RECEPTION",,2013,,CONSERVATION DEFINITIVE,(LETTRE ARRIVE),OUI,DOCULOG
08061,2632/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION DU MARCHE N°127/2013/MICA/SONABHY,"DIACFA MATERIAUX, BALLAST, SONABHY, MARCHE, RECEPTION",,2013,,CONSERVATION DEFINITIVE,"(CONTRAT, FACTURE)",OUI,DOCULOG
08062,2633/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION DES TRAVAUX DU MARCHE N°129 ET 192/2013/MICA/SONABHY,"GUEP, TUBE, RESEAU INCENDIE, DEPOT DE BINGO, MARCHE, RECEPTION",,2013,,CONSERVATION DEFINITIVE,"(CONTRAT, PROCES VERBAL, LETTRE ARRIVEE)",OUI,DOCULOG
08063,2634/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION DEFINITIVE DU MARCHE N°138-2013/MICA/SONABHY,"COMPUTER REPA@RE SERVICE, COPIEUR, IMPRIMANTE, SONABHY, MARCHE, RECEPTION",,2013,,CONSERVATION DEFINITIVE,"(CONTRAT, PROCES VERBAL, FACTURE, LETTRE ARRIVEE)",OUI,DOCULOG
08064,2635/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION DEFINITIVE DU MARCHE N°2013-221/MICA/SONABHY,"EDF, FAUTEUIL DE BUREAU, SONABHY, MARCHE, LIVRAISON",,2013,,CONSERVATION DEFINITIVE,"(BORDEREAU DE LIVRAISON, LETTRE ARRIVEE)",OUI,DOCULOG
08065,2636/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION DEFINITIVE DU MARCHE N°003-2014/MICA/SONABHY,"AFRICA MOTORS, VEHICULE, SONABHY, MARCHE, RECEPTION",,2014,,CONSERVATION DEFINITIVE,"(CONTRAT, PROCES VERBAL, FACTURE, LETTRE ARRIVEE)",OUI,DOCULOG
08066,2637/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION DEFINITIVE DU MARCHE N° 2014-012/MICA/SONABHY,"ECOF BURKINA, CONGELATEUR, DEPOT DE BINGO, RECEPTION MARCHE",,2014,,CONSERVATION DEFINITIVE,"(PROCES VERBAL, CAUTION DE RETENUE DE GARANTIE, LETTRE ARRIVEE)",OUI,DOCULOG
08067,2638/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION DES TRAVAUX DU MARCHE N°014/2014/MICA/SONABHY,"APAVE, INSTALLATION TECHNIQUE, DEPOT DE BINGO, RECEPTION, MARCHE",,2014,,CONSERVATION DEFINITIVE,"(PROCES VERBAL, LETTRE ARRIVEE)",OUI,DOCULOG
08068,2639/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION DEFINITIVE DU MARCHE N°042-2014/MICA/SONABHY,"ECOF BURKINA SARL, HOTTE DE CUISINE, DEPOT DE BINGO, RECEPTION, MARCHE",,2014,,CONSERVATION DEFINITIVE,"(PROCES VERBAL, CAUTION DE GARANTIE, LETTRE ARRIVEE)",OUI,DOCULOG
08069,2640/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION DU MARCHE N°102-2014/MICA/SONABHY,"PROJET PRODUCTION INTERNATIONAL, GROUPE ELECTROGENE, DEPOT DE BINGO, RECEPTION, MARCHE",,2014,,CONSERVATION DEFINITIVE,(PROCES VERBAL),OUI,DOCULOG
08070,2641/GRM,ACHAT DES BIENS ET SERVICES : DEMANDE DE RECEPTION DEFINITIVE DU MARCHE N°109-2014/MICA/SONABHY,"EERI-BF, INDICATEUR GRADUE, MODELE LARCO, DEPOT DE BINGO, MARCHE, RECEPION",,2014,,CONSERVATION DEFINITIVE,"(CONTRAT, PROCES VERBAL, LETTRE ARRIVEE)",OUI,DOCULOG
